#{"t_start": 1785826417.5205266, "env_id": "None"}
r,l,t
4.75,2,0.106688
4.75,2,0.115623
5.0,1,0.119369
5.0,1,0.122683
5.0,1,0.126235
5.0,1,0.131622
5.0,1,0.136586
4.75,2,0.143588
5.0,1,0.147087
5.0,1,0.150756
4.75,2,0.159788
5.0,1,0.163327
4.75,2,0.170451
5.0,1,0.174688
5.0,1,0.178336
5.0,1,0.182677
5.0,1,0.187854
4.75,2,0.196236
4.75,2,0.203858
4.75,2,0.213418
5.0,1,0.217283
5.0,1,0.224472
4.75,2,0.234433
4.75,2,0.241795
5.95,2,0.248854
6.0,1,0.252523
5.65,4,0.266516
5.0,1,0.269995
4.75,2,0.275929
5.95,2,0.282495
4.95,10,0.314023
6.0,1,0.31719
4.75,2,0.323225
4.75,2,0.330093
4.5,11,0.366792
5.85,4,0.383797
4.45,12,0.438277
4.75,2,0.448334
5.65,4,0.464271
5.0,1,0.470772
5.4,5,0.487409
3.7,15,0.545442
5.1,7,0.568969
6.0,1,0.572135
5.25,8,0.600517
4.75,2,0.609828
3.95,14,0.670022
4.75,2,0.680317
4.5,11,0.715546
5.0,1,0.718724
4.75,2,0.727191
4.75,2,0.73352
4.7,11,0.781556
5.65,4,0.794726
5.0,1,0.798081
4.75,2,0.804571
4.75,2,0.810814
6.0,1,0.813903
5.9,3,0.823832
4.1,11,0.857394
4.85,12,0.902464
6.0,1,0.905725
5.65,4,0.91823
5.45,4,0.932809
5.65,4,0.948279
4.35,14,0.998008
-3.25,18,1.07342
5.95,2,1.084422
4.75,2,1.092636
5.0,1,1.095851
6.0,1,1.09898
5.75,2,1.112247
7.3,7,1.140329
-4.75,32,1.266739
6.1,23,1.338937
4.75,2,1.345072
-4.55,32,1.511312
5.1,7,1.545486
5.0,1,1.550278
5.4,5,1.570163
7.35,6,1.599623
-3.95,32,1.734765
4.35,30,1.855889
4.75,2,1.869547
6.0,1,1.875849
4.75,2,1.883495
5.9,3,1.894951
5.05,8,1.925782
6.0,1,1.929876
6.7,11,1.972065
6.0,1,1.976022
4.55,10,2.016041
4.1,11,2.064785
7.7,3,2.075235
6.9,11,2.125463
-5.75,32,2.258771
6.5,15,2.318136
6.5,15,2.374369
6.15,18,2.437134
-3.75,32,2.549202
4.75,2,2.559614
7.25,12,2.607579
-3.95,32,2.787601
-4.75,32,3.287399
-3.85,18,3.369829
8.0,1,3.373094
-4.55,32,3.471509
7.75,6,3.488773
-4.35,32,3.586609
6.5,15,3.629592
-4.35,32,3.733644
6.9,11,3.767281
-4.75,32,3.866719
-4.75,32,4.007557
6.2,21,4.088633
5.05,24,4.166146
5.0,1,4.169306
7.75,2,4.175499
6.0,1,4.17885
5.0,21,4.243184
6.35,14,4.285762
-5.75,32,6.656179
5.0,1,6.660824
5.75,2,6.667433
7.25,8,6.695591
5.0,1,6.699336
7.9,3,6.70789
5.0,1,6.710978
5.9,3,6.720273
5.0,1,6.723727
8.0,1,6.731463
6.5,19,6.802336
6.75,10,6.834422
-4.35,32,6.938019
5.0,1,6.941214
6.9,11,6.986962
5.4,5,7.004068
5.15,26,7.089694
5.0,1,7.0933
6.5,15,7.138912
4.75,2,7.151264
6.0,1,7.156343
5.75,2,7.165738
5.0,1,7.169506
7.35,6,7.188843
5.1,23,7.259044
6.75,14,7.312123
7.2,9,7.341428
7.35,6,7.359449
5.0,1,7.362433
6.9,11,7.39607
5.7,3,7.40615
7.25,8,7.430967
7.6,5,7.446548
5.95,18,7.497529
7.7,7,7.517005
5.0,1,7.519885
6.8,13,7.558386
9.85,4,7.585334
-5.45,50,7.738362
4.75,2,7.748639
8.25,24,7.8268
8.55,18,7.894997
8.25,16,7.951046
-5.85,50,8.123824
5.45,44,8.297211
8.15,22,8.363063
-7.65,50,8.51962
6.0,1,8.522706
4.75,2,8.528996
-5.65,50,8.674624
5.4,5,8.689885
-5.85,50,8.831852
9.95,2,8.838348
7.7,3,8.847083
-6.05,50,8.999618
5.0,1,9.002788
7.2,33,9.102079
7.25,28,9.178422
5.0,1,9.181364
7.95,22,9.24275
6.1,31,9.336042
6.55,42,9.469207
7.1,23,9.539975
5.3,7,9.55962
-7.45,50,9.711557
-6.25,50,9.858026
6.5,39,12.202822
8.15,14,12.266853
-6.05,50,12.432539
5.0,1,12.437444
5.0,1,12.441913
9.9,3,12.452826
9.05,8,12.479935
-7.25,50,12.64662
7.1,31,12.740498
7.8,29,12.824904
9.3,7,12.84466
8.6,17,12.909212
9.25,8,12.942859
5.0,1,12.948792
5.75,2,12.955936
9.35,10,12.985681
5.9,35,13.084934
9.4,13,13.136056
6.05,20,13.200735
9.75,6,13.223711
5.75,2,13.232343
9.9,3,13.242644
5.0,1,13.248017
7.9,23,13.319668
10.0,1,13.322862
-6.45,50,13.489719
4.75,2,13.498555
7.5,19,13.566264
9.25,12,13.603624
6.0,1,13.607914
7.8,25,13.692576
5.9,39,13.819233
9.25,8,13.848606
9.15,14,13.891144
7.65,16,13.939776
5.65,4,13.952275
8.6,13,13.990902
8.55,14,14.039904
9.4,9,14.068259
7.9,3,14.077347
7.8,21,14.14808
5.05,48,14.319942
6.0,1,14.322862
7.6,5,14.339516
9.55,10,14.36962
7.95,22,14.4543
7.8,17,14.502668
9.1,11,14.535056
9.05,16,14.58374
-6.85,50,14.73017
7.45,8,14.754323
9.4,9,14.781966
7.95,22,14.847282
8.55,14,14.886003
5.6,17,14.935277
7.55,18,14.987916
9.2,9,15.015164
8.4,17,15.066696
7.95,2,15.072888
5.0,1,15.075922
8.75,14,15.12789
5.45,4,15.139395
8.6,13,15.181524
8.45,16,15.23625
7.15,26,15.330615
9.45,8,15.353899
9.5,7,15.376484
8.35,14,15.432624
6.0,1,15.435772
5.6,45,17.91071
8.6,13,17.952891
9.4,9,17.978648
9.75,6,17.995343
7.9,3,18.004051
7.95,2,18.010223
8.15,22,18.084851
9.9,3,18.094203
6.0,1,18.097482
5.95,2,18.104303
8.75,10,18.134239
9.15,14,18.187775
4.75,2,18.196911
5.0,1,18.200686
7.95,2,18.206699
5.0,1,18.210444
9.8,5,18.228215
7.75,18,18.287535
7.95,18,18.356597
9.65,4,18.373215
8.95,14,18.428797
9.3,7,18.45444
5.85,4,18.469864
9.75,6,18.491765
9.8,5,18.516976
9.85,4,18.532334
8.15,22,18.606188
9.55,10,18.635032
9.7,7,18.657252
5.9,3,18.667847
8.45,16,18.725411
5.0,1,18.728852
6.0,1,18.732214
7.2,21,18.802732
7.45,40,18.986455
-7.35,72,19.235276
9.5,19,19.305705
7.15,58,19.531094
-9.15,72,19.811936
9.9,3,19.82186
8.5,35,19.980052
7.9,3,19.993103
-8.55,72,20.255
5.85,60,20.463382
9.25,40,20.603211
-8.75,72,20.851683
11.15,14,20.893765
9.5,27,20.981329
9.05,32,21.088931
5.0,1,21.095106
8.6,33,21.202663
4.75,2,21.20837
10.75,14,21.257907
11.7,7,21.280891
5.0,1,21.2841
6.75,58,23.631034
4.75,2,23.636691
10.55,18,23.689119
7.85,4,23.70008
11.8,5,23.716194
6.0,1,23.719126
10.2,21,23.777396
7.5,7,23.797029
7.8,41,23.916174
10.85,16,23.964764
9.4,33,24.084138
10.55,14,24.132087
6.0,1,24.137509
7.9,3,24.14991
6.0,1,24.153092
-8.55,72,24.367863
11.1,11,24.40212
5.0,1,24.407437
10.8,17,24.466709
5.9,3,24.476262
4.8,61,24.683903
10.7,15,24.736929
7.0,41,24.869378
7.95,2,24.875748
8.85,28,24.959307
9.15,30,25.06642
11.55,6,25.085519
12.0,1,25.088642
11.25,12,25.123538
9.55,22,25.197612
5.9,3,25.208003
5.0,1,25.214131
10.7,15,25.26903
6.05,48,25.436084
8.05,36,25.552776
10.8,21,25.616503
5.95,2,25.622571
9.3,11,25.657861
9.3,7,25.683127
9.9,23,25.751326
7.0,9,25.778116
6.0,57,25.945447
5.0,1,25.948702
9.3,27,26.031209
5.55,62,26.202048
9.65,24,26.268509
10.65,16,26.312489
7.2,37,26.41651
5.95,2,26.422047
5.3,63,26.607978
7.95,42,26.737709
5.95,2,26.744056
6.55,46,29.150403
9.65,20,29.213657
9.85,20,29.271024
5.0,1,29.273961
11.7,7,29.295861
10.35,18,29.357742
5.75,2,29.364144
5.0,1,29.367487
5.0,1,29.372281
9.35,10,29.408088
10.1,19,29.464395
7.9,3,29.474272
10.6,13,29.514465
9.45,20,29.571296
9.25,28,29.653809
10.5,15,29.697943
10.15,22,29.762814
10.9,11,29.794688
7.3,7,29.815589
8.5,27,29.897059
9.75,6,29.913885
11.05,16,29.959575
9.45,24,30.030004
9.65,8,30.053318
5.95,2,30.061496
10.8,13,30.106838
10.55,22,30.172163
11.1,11,30.210201
4.75,2,30.218294
6.25,48,30.378652
9.3,19,30.449382
9.8,21,30.511911
5.9,47,30.651036
10.9,11,30.685536
11.55,10,30.716511
9.15,26,30.801894
11.35,6,30.823403
11.35,6,30.841505
7.25,32,30.944979
11.6,9,30.973757
5.3,55,31.159551
9.25,32,31.272733
11.0,9,31.299921
2.4,69,31.529118
11.7,7,31.554385
11.7,7,31.575892
7.85,44,31.719309
4.75,2,31.725468
4.75,2,31.732033
5.9,3,31.744408
11.7,7,31.771874
7.7,39,31.894281
7.75,2,31.900617
11.6,9,31.927231
9.4,29,32.008693
4.7,63,32.189219
11.4,13,32.226217
11.2,9,32.2539
9.45,32,34.551935
11.55,10,34.587224
11.05,12,34.626546
11.75,6,34.654219
7.8,5,34.670904
11.55,6,34.693561
11.45,12,34.737354
