#{"t_start": 1785344708.0768914, "env_id": "None"}
r,l,t
-2.0,1,1.946913
-2.0,1,1.950302
-2.0,1,1.953435
-2.0,1,1.956674
-2.0,1,1.959954
-2.0,1,1.963095
-2.0,1,1.96625
-2.0,1,1.9694
-2.0,1,1.972723
-2.0,1,1.975714
-2.0,1,1.97806
-2.0,1,1.980395
-2.0,1,1.982734
-2.0,1,1.985068
-2.0,1,1.9875
-2.0,1,1.989882
-2.0,1,1.992216
-2.0,1,1.994557
-2.0,1,1.996928
-2.0,1,1.999287
-2.0,1,2.001848
-2.0,1,2.004241
-2.0,1,2.006818
-2.0,1,2.009199
-2.0,1,2.011551
-2.0,1,2.013948
-2.0,1,2.016276
-2.0,1,2.018629
-2.0,1,2.020988
-2.0,1,2.023339
-2.0,1,2.025678
-2.0,1,2.028078
-2.0,1,2.030493
-2.0,1,2.032855
-2.0,1,2.035354
-2.0,1,2.03775
-2.0,1,2.040208
-2.0,1,2.042924
-2.0,1,2.045391
-2.0,1,2.048066
-2.0,1,2.050473
-2.0,1,2.052857
-2.0,1,2.055263
-2.0,1,2.057883
-2.0,1,2.060324
-2.0,1,2.062821
-2.0,1,2.065273
-2.0,1,2.067692
-2.0,1,2.070117
-2.0,1,2.072612
-2.0,1,2.075087
-2.0,1,2.078215
-2.0,1,2.081069
-2.0,1,2.083581
-2.0,1,2.086528
-2.0,1,2.089411
-2.0,1,2.091995
-2.0,1,2.094604
-2.0,1,2.097763
-2.0,1,2.100117
-2.0,1,2.102641
-2.0,1,2.105177
-2.0,1,2.107941
-2.0,1,2.110457
-2.0,1,2.113026
-2.0,1,2.115473
-2.0,1,2.117971
-2.0,1,2.120652
-2.0,1,2.123245
-2.0,1,2.125913
-2.0,1,2.129372
-2.0,1,2.132638
-2.0,1,2.13535
-2.0,1,2.138996
-2.0,1,2.141907
-2.0,1,2.145028
-2.0,1,2.148062
-2.0,1,2.150886
-2.0,1,2.153717
-2.0,1,2.156915
-2.0,1,2.159608
-2.0,1,2.162256
-2.0,1,2.16481
-2.0,1,2.16742
-2.0,1,2.170038
-2.0,1,2.173269
-2.0,1,2.175819
-2.0,1,2.178551
-2.0,1,2.181307
-2.0,1,2.184275
-2.0,1,2.187302
-2.0,1,2.190474
-2.0,1,2.193492
-2.0,1,2.196331
-2.0,1,2.199033
-2.0,1,2.201747
-2.0,1,2.205305
-2.0,1,2.20903
-2.0,1,2.212167
-2.0,1,2.215039
-2.0,1,2.218155
-2.0,1,2.221232
-2.0,1,2.224375
-2.0,1,2.227512
-2.0,1,2.230777
-2.0,1,2.233804
-2.0,1,2.236819
-2.0,1,2.24055
-2.0,1,2.244366
-2.0,1,2.248358
-2.0,1,2.251335
-2.0,1,2.254296
-2.0,1,2.257984
-2.0,1,2.261054
-2.0,1,2.26447
-2.0,1,2.267481
-2.0,1,2.270469
-2.0,1,2.273556
-2.0,1,2.276479
-2.0,1,2.279559
-2.0,1,2.28254
-2.0,1,2.285465
-2.0,1,2.288548
-2.0,1,2.291707
-2.0,1,2.29516
