#{"t_start": 1785826417.5999317, "env_id": "None"}
r,l,t
5.0,1,0.021035
4.75,2,0.03205
5.0,1,0.036174
4.75,2,0.043234
4.75,2,0.052619
4.75,2,0.060886
5.0,1,0.064183
5.0,1,0.067651
5.0,1,0.071362
4.75,2,0.080338
4.75,2,0.087502
4.75,2,0.0952
4.75,2,0.103688
5.0,1,0.108613
5.0,1,0.112544
4.75,2,0.12086
5.0,1,0.124383
5.0,1,0.128558
4.75,2,0.137683
5.75,2,0.150998
4.75,10,0.187071
-3.45,18,0.24382
5.0,1,0.247383
3.4,17,0.308524
6.0,1,0.314282
5.3,7,0.344508
5.95,2,0.353302
5.0,1,0.358652
4.85,8,0.3947
4.75,2,0.40162
5.0,1,0.404889
5.95,2,0.411288
6.0,1,0.414936
5.0,1,0.418099
4.75,2,0.424087
5.65,4,0.441101
5.1,7,0.469656
5.0,1,0.473898
4.75,10,0.505514
6.0,1,0.510739
6.0,1,0.514637
4.75,2,0.521002
5.85,4,0.541542
5.0,1,0.546951
-4.05,18,0.617322
5.0,1,0.620458
4.75,2,0.62666
5.65,4,0.639319
5.6,5,0.657284
5.2,9,0.698449
4.75,2,0.705194
5.95,2,0.711602
5.95,2,0.718568
5.1,7,0.740568
5.65,4,0.753532
6.0,1,0.756426
3.35,18,0.819937
5.3,7,0.841915
5.6,5,0.861068
-3.85,18,0.928939
3.85,16,0.99351
4.75,2,1.00501
5.0,1,1.00913
-4.15,32,1.151004
4.75,2,1.159481
6.0,1,1.165657
5.95,22,1.237403
6.0,29,1.375963
4.75,10,1.420814
-4.35,32,1.568357
-5.35,32,1.701218
4.6,9,1.735455
4.05,12,1.789867
5.05,24,1.884846
7.05,8,1.914551
5.7,3,1.92796
8.0,1,1.932164
-4.55,32,2.074255
-3.95,32,2.199659
6.3,19,2.275669
-4.95,32,2.397067
4.75,2,2.403473
7.85,4,2.415924
5.1,27,2.515161
4.75,2,2.521888
7.35,14,2.576619
4.95,22,2.718431
7.25,8,2.755258
-4.95,32,3.254201
6.7,15,3.313587
5.95,2,3.320606
5.0,1,3.323781
-4.75,32,3.41887
5.0,1,3.422326
-4.35,32,3.518527
5.85,16,3.565705
5.85,4,3.579481
-4.15,32,3.681722
-5.35,32,3.780312
5.15,6,3.805624
-5.35,32,3.944935
-4.95,32,4.055918
4.95,30,4.152525
7.9,3,4.160679
-4.75,32,4.259932
8.0,1,4.26325
7.75,2,4.269809
8.0,1,4.272625
-4.75,32,6.651549
5.6,5,6.670401
7.35,10,6.708905
