#{"t_start": 1785344708.1820815, "env_id": "None"}
r,l,t
-2.0,1,1.842293
-2.0,1,1.845652
-2.0,1,1.848797
-2.0,1,1.85171
-2.0,1,1.854982
-2.0,1,1.858448
-2.0,1,1.861285
-2.0,1,1.86474
-2.0,1,1.868083
-2.0,1,1.870849
-2.0,1,1.873222
-2.0,1,1.875515
-2.0,1,1.877856
-2.0,1,1.880226
-2.0,1,1.882603
-2.0,1,1.884982
-2.0,1,1.887321
-2.0,1,1.889666
-2.0,1,1.892103
-2.0,1,1.894423
-2.0,1,1.897046
-2.0,1,1.899502
-2.0,1,1.901931
-2.0,1,1.904307
-2.0,1,1.906673
-2.0,1,1.909032
-2.0,1,1.911368
-2.0,1,1.913744
-2.0,1,1.916169
-2.0,1,1.918477
-2.0,1,1.920827
-2.0,1,1.923198
-2.0,1,1.925618
-2.0,1,1.927999
-2.0,1,1.930484
-2.0,1,1.932896
-2.0,1,1.935332
-2.0,1,1.938028
-2.0,1,1.940724
-2.0,1,1.9432
-2.0,1,1.94562
-2.0,1,1.948004
-2.0,1,1.950451
-2.0,1,1.952983
-2.0,1,1.95545
-2.0,1,1.957962
-2.0,1,1.960419
-2.0,1,1.962828
-2.0,1,1.965259
-2.0,1,1.967721
-2.0,1,1.970252
-2.0,1,1.973371
-2.0,1,1.976217
-2.0,1,1.978723
-2.0,1,1.981677
-2.0,1,1.98453
-2.0,1,1.987147
-2.0,1,1.989793
-2.0,1,1.992882
-2.0,1,1.995254
-2.0,1,1.99777
-2.0,1,2.000367
-2.0,1,2.003073
-2.0,1,2.005574
-2.0,1,2.008071
-2.0,1,2.010504
-2.0,1,2.0131
-2.0,1,2.015786
-2.0,1,2.018364
-2.0,1,2.021207
-2.0,1,2.024784
-2.0,1,2.027812
-2.0,1,2.030641
-2.0,1,2.034125
-2.0,1,2.037082
-2.0,1,2.040354
-2.0,1,2.043262
-2.0,1,2.046024
-2.0,1,2.048855
-2.0,1,2.052081
-2.0,1,2.054766
-2.0,1,2.057385
-2.0,1,2.059945
-2.0,1,2.062549
-2.0,1,2.065178
-2.0,1,2.068048
-2.0,1,2.070975
-2.0,1,2.073693
-2.0,1,2.076478
-2.0,1,2.079511
-2.0,1,2.082484
-2.0,1,2.08566
-2.0,1,2.088404
-2.0,1,2.091486
-2.0,1,2.094192
-2.0,1,2.09694
-2.0,1,2.100622
-2.0,1,2.104198
-2.0,1,2.10734
-2.0,1,2.110256
-2.0,1,2.113298
-2.0,1,2.116469
-2.0,1,2.119747
-2.0,1,2.122878
-2.0,1,2.125945
-2.0,1,2.129114
-2.0,1,2.132708
-2.0,1,2.135926
-2.0,1,2.139623
-2.05,2,2.146506
4.0,1,2.149746
-2.0,1,2.153259
-2.0,1,2.156623
-2.0,1,2.1597
-2.0,1,2.162697
-2.0,1,2.165677
-2.0,1,2.168747
-2.0,1,2.17167
-2.0,1,2.174773
-2.0,1,2.177716
-2.0,1,2.180669
-2.0,1,2.18366
-2.0,1,2.187073
-2.0,1,2.190429
-2.0,1,2.193814
-2.0,1,2.197329
-2.0,1,2.201001
-2.0,1,2.204474
-2.0,1,2.207714
-2.0,1,2.210804
-2.0,1,2.214001
-2.0,1,2.217426
-2.0,1,2.220828
-2.0,1,2.224246
-2.0,1,2.227358
-2.0,1,2.230659
-2.0,1,2.2339
-2.0,1,2.237378
-2.0,1,2.240683
-2.0,1,2.244112
-2.0,1,2.247289
-2.0,1,2.250987
-2.0,1,2.254853
-2.0,1,2.258051
-2.0,1,2.261235
-2.0,1,2.265026
-2.0,1,2.268191
-2.0,1,2.271527
-2.0,1,2.274854
-2.0,1,2.278246
-2.0,1,2.281817
-2.0,1,2.285331
-2.0,1,2.288842
-2.0,1,2.292353
-2.0,1,2.295606
-2.0,1,2.298878
-2.0,1,2.30231
-2.0,1,2.306371
-2.0,1,2.313658
-2.0,1,2.318098
-2.05,2,2.335526
-2.0,1,2.339358
-2.0,1,2.343213
-2.0,1,2.34633
-2.0,1,2.349796
-2.0,1,2.353079
-2.0,1,2.356384
-2.0,1,2.359581
-2.0,1,2.362825
-2.0,1,2.366326
-2.0,1,2.370463
-2.0,1,2.374647
-2.0,1,2.37819
-2.0,1,2.381677
-2.0,1,2.38572
-2.0,1,2.391015
-2.0,1,2.406246
-2.0,1,2.411237
-2.0,1,2.415715
-2.0,1,2.420759
-2.0,1,2.425651
-2.0,1,2.429661
-2.0,1,2.434417
-2.0,1,2.439303
-2.0,1,2.443218
-2.0,1,2.446784
-2.0,1,2.450706
-2.0,1,2.454143
-2.0,1,2.457978
-2.0,1,2.46176
-2.0,1,2.465392
