#{"t_start": 1785358903.3321316, "env_id": "None"}
r,l,t
-2.0,1,1.393449
-2.0,1,1.395534
-2.0,1,1.397468
-2.0,1,1.399418
-2.0,1,1.401281
-2.0,1,1.403171
-2.0,1,1.405023
-2.0,1,1.40692
-2.0,1,1.408758
-2.0,1,1.410589
-2.0,1,1.412391
4.0,1,1.414266
-2.0,1,1.416007
-2.0,1,1.417789
-2.0,1,1.419599
-2.0,1,1.421404
-2.0,1,1.423203
-2.0,1,1.424992
-2.0,1,1.426801
-2.0,1,1.428591
-2.0,1,1.430391
-2.0,1,1.432186
-2.0,1,1.433981
-2.0,1,1.43578
-2.0,1,1.437573
-2.0,1,1.439372
-2.0,1,1.441279
-2.0,1,1.443107
-2.0,1,1.445005
-2.0,1,1.446862
-2.0,1,1.448684
-2.0,1,1.4505
-2.0,1,1.452322
-2.0,1,1.454134
-2.0,1,1.455928
-2.0,1,1.457713
-2.0,1,1.459512
-2.0,1,1.461294
-2.0,1,1.463098
-2.0,1,1.46488
-2.0,1,1.466687
-2.0,1,1.468474
-2.0,1,1.470282
-2.0,1,1.472074
-2.0,1,1.47386
-2.0,1,1.475658
-2.0,1,1.477444
-2.0,1,1.479252
-2.0,1,1.481057
-2.0,1,1.482859
-2.0,1,1.484646
-2.0,1,1.486444
-2.0,1,1.48824
-2.0,1,1.490052
-2.0,1,1.491832
-2.0,1,1.493606
-2.0,1,1.495429
-2.0,1,1.497211
-2.0,1,1.499017
-2.0,1,1.500812
-2.0,1,1.502624
-2.0,1,1.504419
-2.0,1,1.506224
-2.0,1,1.508024
-2.0,1,1.509819
-2.0,1,1.511614
-2.0,1,1.51341
-2.0,1,1.515212
-2.0,1,1.517002
-2.0,1,1.518805
-2.0,1,1.520586
-2.0,1,1.522387
-2.0,1,1.524174
-2.0,1,1.525968
-2.0,1,1.527772
-2.0,1,1.529562
-2.0,1,1.531359
-2.0,1,1.533147
-2.0,1,1.534959
-2.0,1,1.53676
-2.0,1,1.538566
-2.0,1,1.540364
-2.0,1,1.542152
-2.0,1,1.543934
-2.0,1,1.545727
-2.0,1,1.547537
-2.0,1,1.549319
-2.0,1,1.551126
-2.0,1,1.552922
-2.0,1,1.554724
-2.0,1,1.556512
-2.0,1,1.558318
-2.0,1,1.560108
-2.0,1,1.561899
-2.0,1,1.563695
-2.0,1,1.565482
-2.0,1,1.567275
-2.0,1,1.569059
-2.0,1,1.570868
-2.0,1,1.572661
-2.0,1,1.574478
-2.0,1,1.57627
-2.0,1,1.578084
-2.0,1,1.579868
-2.0,1,1.581646
-2.0,1,1.583457
-2.0,1,1.585247
-2.0,1,1.587052
-2.0,1,1.588846
-2.0,1,1.590649
-2.0,1,1.592443
-2.0,1,1.594267
-2.0,1,1.596051
-2.0,1,1.597831
-2.0,1,1.599638
-2.0,1,1.601425
-2.0,1,1.603244
-2.0,1,1.605041
-2.0,1,1.606848
-2.0,1,1.608645
-2.0,1,1.610451
-2.0,1,1.612206
-2.0,1,1.614014
-2.0,1,1.61581
-2.0,1,1.617595
-2.0,1,1.619472
-2.0,1,1.621338
-2.0,1,1.623227
-2.0,1,1.625089
-2.0,1,1.62696
-2.0,1,1.628818
-2.0,1,1.630681
-2.0,1,1.632542
-2.0,1,1.634414
-2.0,1,1.63627
-2.0,1,1.638145
-2.0,1,1.639995
-2.0,1,1.641852
-2.0,1,1.643726
-2.0,1,1.645579
-2.0,1,1.647444
-2.0,1,1.649301
-2.0,1,1.651176
-2.0,1,1.653038
-2.0,1,1.654904
-2.0,1,1.656761
