#{"t_start": 1785313229.9757617, "env_id": "None"}
r,l,t
-2.0,1,1.677837
-2.0,1,1.680843
-2.0,1,1.683716
-2.0,1,1.686569
-2.0,1,1.689364
-2.0,1,1.692253
-2.0,1,1.695157
-2.0,1,1.698073
-2.0,1,1.70092
-2.0,1,1.703724
-2.0,1,1.706539
-2.0,1,1.709289
-2.0,1,1.711964
-2.0,1,1.714606
-2.0,1,1.717223
-2.0,1,1.719873
-2.0,1,1.722671
-2.0,1,1.725294
-2.0,1,1.727933
-2.0,1,1.730563
-2.0,1,1.733199
-2.0,1,1.735835
-2.0,1,1.738509
-2.0,1,1.741136
-2.0,1,1.743764
-2.0,1,1.746372
-2.0,1,1.749061
-2.0,1,1.751698
-2.0,1,1.754303
-2.0,1,1.756903
-2.0,1,1.759545
-2.0,1,1.762158
-2.0,1,1.764909
-2.0,1,1.767582
-2.0,1,1.770206
-2.0,1,1.772841
-2.0,1,1.775511
-2.0,1,1.778096
-2.0,1,1.780728
-2.0,1,1.78336
-2.0,1,1.785959
-2.0,1,1.788574
-2.0,1,1.791268
-2.0,1,1.793869
-2.0,1,1.796483
-2.0,1,1.799093
-2.0,1,1.80173
-2.0,1,1.804345
-2.0,1,1.807026
-2.0,1,1.809652
-2.0,1,1.812274
-2.0,1,1.814882
-2.0,1,1.817465
-2.0,1,1.820073
-2.0,1,1.822684
-2.0,1,1.825298
-2.0,1,1.827904
-2.0,1,1.830522
-2.0,1,1.833195
-2.0,1,1.835829
-2.0,1,1.838435
-2.0,1,1.841046
-2.0,1,1.843662
-2.0,1,1.846293
-2.0,1,1.848917
-2.0,1,1.851605
-2.0,1,1.854204
-2.0,1,1.856824
-2.0,1,1.859461
-2.0,1,1.862058
-2.0,1,1.864685
-2.0,1,1.867314
-2.0,1,1.869918
-2.0,1,1.872557
-2.0,1,1.87537
-2.0,1,1.877941
-2.0,1,1.880566
-2.0,1,1.883168
-2.0,1,1.885753
-2.0,1,1.888369
-2.0,1,1.890969
-2.0,1,1.89359
-2.0,1,1.896215
-2.0,1,1.898807
-2.0,1,1.901401
-2.0,1,1.904015
-2.0,1,1.906625
-2.0,1,1.909213
-2.0,1,1.911818
-2.0,1,1.914491
-2.0,1,1.917075
-2.0,1,1.919694
-2.0,1,1.922295
-2.0,1,1.924885
-2.0,1,1.927493
-2.0,1,1.930086
-2.0,1,1.932699
-2.0,1,1.935382
-2.0,1,1.937964
-2.0,1,1.940576
-2.0,1,1.943192
-2.0,1,1.945777
-2.0,1,1.948389
-2.0,1,1.950989
-2.0,1,1.953571
-2.0,1,1.956205
-2.0,1,1.958816
-2.0,1,1.961391
-2.0,1,1.96401
-2.0,1,1.966612
-2.0,1,1.969196
-2.0,1,1.971804
-2.0,1,1.974416
-2.0,1,1.97701
-2.0,1,1.979645
-2.0,1,1.982248
-2.0,1,1.984848
-2.0,1,1.987452
-2.0,1,1.990042
-2.0,1,1.992637
-2.0,1,1.995257
4.0,1,1.997979
-2.0,1,2.000546
-2.0,1,2.003114
-2.0,1,2.005705
-2.0,1,2.00831
-2.0,1,2.011056
-2.0,1,2.013819
-2.0,1,2.016588
-2.0,1,2.019363
-2.0,1,2.022363
-2.0,1,2.025104
-2.0,1,2.027874
-2.0,1,2.030638
-2.0,1,2.033385
-2.0,1,2.036138
-2.0,1,2.0389
-2.0,1,2.04167
-2.0,1,2.044429
-2.0,1,2.047185
-2.0,1,2.04992
-2.0,1,2.052689
-2.0,1,2.055444
-2.0,1,2.058173
-2.0,1,2.060936
-2.0,1,2.063767
-2.0,1,2.066533
-2.0,1,2.069285
-2.0,1,2.072052
-2.0,1,2.07482
4.0,1,2.077611
-2.0,1,2.080312
-2.0,1,2.083132
-2.0,1,2.085879
-2.0,1,2.088792
-2.0,1,2.091536
-2.0,1,2.094299
-2.0,1,2.097041
-2.0,1,2.099792
-2.0,1,2.102561
-2.0,1,2.105369
-2.0,1,2.108145
-2.0,1,2.110898
-2.0,1,2.113637
-2.0,1,2.116386
-2.0,1,2.119148
-2.0,1,2.121885
-2.0,1,2.124679
-2.0,1,2.127457
-2.0,1,2.13026
-2.0,1,2.13306
-2.0,1,2.135826
-2.0,1,2.138611
-2.0,1,2.141359
-2.0,1,2.14414
-2.0,1,2.146914
-2.0,1,2.149673
-2.0,1,2.152437
-2.0,1,2.155199
-2.0,1,2.15795
-2.0,1,2.160717
-2.0,1,2.163492
-2.0,1,2.166275
-2.0,1,2.169039
-2.0,1,2.171805
-2.0,1,2.174574
-2.0,1,2.177324
-2.0,1,2.180177
-2.0,1,2.182962
-2.0,1,2.185711
-2.0,1,2.188473
-2.0,1,2.191348
-2.0,1,2.194047
-2.0,1,2.196865
-2.0,1,2.199623
-2.0,1,2.20238
-2.0,1,2.20514
-2.0,1,2.207938
-2.0,1,2.210696
-2.0,1,2.213458
-2.0,1,2.216219
-2.0,1,2.219
-2.0,1,2.221744
-2.0,1,2.224507
-2.0,1,2.227273
-2.0,1,2.230044
-2.0,1,2.232818
-2.0,1,2.235606
-2.0,1,2.238358
-2.0,1,2.241113
-2.0,1,2.243865
-2.0,1,2.246645
