#{"t_start": 1785824776.9495053, "env_id": "None"}
r,l,t
5.0,1,2.880044
5.0,1,2.887362
4.75,2,2.895543
5.0,1,2.8991
4.75,2,2.905403
4.75,2,2.911923
5.0,1,2.91516
4.75,2,2.922916
5.0,1,2.926463
5.0,1,2.930334
5.0,1,2.934289
4.75,2,2.941768
5.0,1,2.945758
4.75,2,2.952614
4.75,2,2.965566
5.0,1,2.970083
4.75,2,2.980319
5.0,1,2.984862
4.75,2,2.992218
5.0,1,2.995874
5.0,1,3.000449
6.0,1,3.006457
4.75,2,3.019309
-4.25,18,3.093273
6.0,1,3.096461
5.75,2,3.102267
5.0,1,3.10519
4.75,2,3.111157
4.35,14,3.154965
5.4,5,3.174001
4.7,11,3.209447
5.65,4,3.221552
3.65,16,3.270917
4.75,2,3.277254
4.85,8,3.302549
5.75,2,3.309491
6.0,1,3.312559
5.0,1,3.315692
4.45,8,3.34081
4.25,12,3.378137
4.75,2,3.384263
5.0,1,3.387245
5.75,2,3.393175
5.95,2,3.398806
5.0,1,3.40199
4.75,2,3.408433
-4.45,18,3.469806
5.5,7,3.492862
6.0,1,3.496105
5.0,1,3.499323
6.0,1,3.502455
4.75,2,3.508641
5.0,1,3.51197
4.75,2,3.519601
5.7,3,3.53407
5.85,4,3.552121
6.0,1,3.558647
5.95,2,3.565857
6.0,1,3.569145
4.75,2,3.575662
5.9,3,3.584735
6.0,1,3.587821
5.2,5,3.607351
6.0,1,3.611401
3.35,18,3.675249
4.75,2,3.681599
5.4,17,3.771612
5.2,21,3.839965
4.75,2,3.847965
7.65,4,3.866456
5.0,1,3.870884
-4.55,32,3.981241
7.7,3,3.990339
-4.95,32,4.094398
4.6,9,4.121727
4.75,2,4.134038
5.5,23,4.211875
-4.55,32,4.320948
-3.85,18,4.377
5.0,1,4.380156
-5.15,32,4.487057
-5.15,32,4.595574
5.4,5,4.610548
4.45,24,4.689358
6.55,14,4.735893
5.75,22,4.804468
4.75,2,4.810685
7.4,9,4.838182
5.45,4,4.850723
-5.35,32,4.95551
-4.75,32,5.06618
5.7,3,5.078228
5.5,23,5.155249
6.0,1,5.160461
5.25,24,5.246222
8.0,1,5.251391
5.6,5,5.270725
3.7,31,5.378324
6.25,20,5.458122
3.85,32,5.566822
-4.05,18,5.638923
-5.35,32,5.752574
7.4,9,5.788595
4.8,21,5.860144
6.25,20,5.929353
-4.15,32,6.040399
-4.35,32,6.141253
5.0,1,6.144501
5.6,21,6.218216
5.2,25,6.305645
4.75,2,6.311907
-5.15,32,6.421689
4.75,2,6.427781
6.5,11,8.850196
4.3,31,8.990151
4.75,2,8.998004
7.9,3,9.009446
6.95,10,9.058878
7.75,2,9.068146
7.55,6,9.100751
7.2,5,9.119494
-4.75,32,9.261472
5.95,2,9.268946
7.55,6,9.293815
-4.35,32,9.401256
6.0,1,9.404466
4.75,2,9.410188
-4.75,32,9.538566
7.95,2,9.544732
-4.15,32,9.648334
5.0,1,9.651596
4.55,10,9.681935
7.15,6,9.699041
7.55,6,9.716363
6.75,18,9.771338
5.2,21,9.835008
6.3,11,9.866307
7.95,2,9.872411
6.9,11,9.905712
6.5,15,9.954954
4.75,26,10.058483
7.95,2,10.065505
-4.75,32,10.185412
5.0,1,10.188596
5.4,25,10.262276
-5.65,50,10.415322
4.05,12,10.449248
-5.25,50,10.62417
-5.65,50,10.781312
10.0,1,10.784461
-6.65,50,10.959415
4.75,2,10.97425
6.05,16,11.045963
-6.05,50,11.209745
9.4,9,11.238598
-6.85,50,11.405505
7.8,25,11.506936
-6.45,50,11.732037
5.0,1,11.736848
-5.85,50,11.955478
-5.65,50,12.132421
-6.25,50,12.310272
-5.85,50,12.504915
10.0,1,12.508871
8.25,16,14.873827
-6.85,50,15.018387
-6.25,50,15.177539
5.3,7,15.200591
7.55,30,15.293574
4.75,2,15.301814
9.65,4,15.316532
7.1,7,15.338588
4.85,8,15.364852
6.55,14,15.407677
-6.05,50,15.56881
4.05,28,15.665183
8.7,15,15.712656
6.0,1,15.716065
-6.45,50,15.890241
8.8,17,15.943939
6.55,14,15.995095
5.45,4,16.007791
8.05,16,16.065081
9.5,7,16.089494
9.8,5,16.104783
5.0,1,16.108123
9.0,9,16.137766
5.0,1,16.140939
4.75,2,16.14721
9.9,3,16.156318
10.0,1,16.159386
7.9,3,16.168816
6.1,43,16.32025
4.75,2,16.327015
-4.85,50,16.472361
-6.45,50,16.63676
7.25,28,16.727346
-6.25,50,16.983248
8.8,13,17.022836
8.65,20,17.085814
5.05,44,17.224858
8.1,19,17.2845
-6.25,50,17.454158
6.0,1,17.457124
9.75,6,17.484737
4.75,2,17.494066
7.75,26,17.652618
6.45,36,17.808446
6.0,1,17.811811
5.95,38,17.955431
7.65,4,17.969124
-4.45,50,18.129033
7.4,29,18.219558
8.85,12,18.256444
5.05,8,18.285347
9.75,6,18.3069
8.1,19,18.366183
6.45,36,20.753997
7.35,10,20.784841
5.95,2,20.79041
-7.05,50,20.929988
8.1,19,20.993407
3.15,18,21.048895
8.8,13,21.091353
6.75,30,21.190485
5.0,1,21.193351
5.0,1,21.196454
8.75,14,21.238368
6.45,28,21.325024
-6.05,50,21.503254
8.8,9,21.534953
9.35,10,21.565166
8.95,10,21.596607
7.5,23,21.671599
