#{"t_start": 1785824777.2719254, "env_id": "None"}
r,l,t
5.0,1,2.557197
5.0,1,2.564777
4.75,2,2.572943
4.75,2,2.579579
5.0,1,2.582807
4.75,2,2.589357
5.0,1,2.592589
4.75,2,2.6004
5.0,1,2.603934
4.75,2,2.611418
5.0,1,2.61518
5.0,1,2.619203
4.75,2,2.626555
5.0,1,2.629779
5.0,1,2.635402
4.75,2,2.647275
5.0,1,2.652647
4.75,2,2.661486
5.0,1,2.666066
4.75,2,2.67333
4.75,2,2.683982
5.0,1,2.688111
5.3,7,2.729009
4.75,2,2.737668
5.75,2,2.744949
5.4,5,2.761764
5.65,4,2.77364
5.9,3,2.782573
4.75,2,2.788413
5.9,3,2.799248
4.75,2,2.805442
5.65,4,2.817183
5.0,1,2.820361
-3.65,18,2.881042
5.75,2,2.886707
5.85,4,2.899014
5.0,9,2.926921
5.5,7,2.948249
4.75,10,2.979927
5.0,1,2.983358
5.0,1,2.986864
5.15,6,3.00546
5.65,4,3.018214
6.0,1,3.021781
-4.05,18,3.076198
5.55,6,3.095085
5.0,1,3.09812
5.7,3,3.107923
4.75,2,3.113586
5.0,1,3.116358
5.05,8,3.147263
5.45,4,3.160948
4.55,10,3.192672
5.0,1,3.197571
5.0,1,3.203285
5.9,3,3.214951
5.05,8,3.249856
6.0,1,3.253068
-4.45,18,3.318143
5.7,3,3.331124
6.0,1,3.334548
5.95,2,3.341086
5.95,2,3.346935
5.3,7,3.367559
7.95,2,3.378053
5.0,1,3.385059
5.0,1,3.390435
-4.95,32,3.511784
7.5,7,3.539006
-4.35,32,3.652191
5.65,20,3.717515
-4.95,32,3.827695
6.0,1,3.832206
5.55,18,3.88928
4.25,32,3.99847
-4.15,32,4.09934
5.85,20,4.167624
5.45,4,4.181825
6.3,15,4.234465
7.3,7,4.257854
5.1,27,4.341655
4.0,13,4.387911
6.0,1,4.391785
7.95,2,4.397762
-6.55,32,4.497552
-5.15,32,4.602799
7.2,13,4.642183
8.0,1,4.645611
5.0,1,4.648527
5.0,1,4.653167
7.5,7,4.685922
5.5,23,4.759479
-5.75,32,4.872759
5.0,1,4.87707
5.35,22,4.954518
5.95,2,4.963228
-4.95,32,5.077457
6.1,15,5.135318
5.0,1,5.139297
4.75,2,5.145694
-4.75,32,5.255406
-5.15,32,5.372379
7.15,10,5.414643
-4.75,32,5.52853
5.9,3,5.537674
4.75,2,5.54672
-5.75,32,5.651831
-4.75,32,5.761771
7.5,7,5.78424
5.0,1,5.787716
4.75,2,5.794542
5.45,24,5.866594
5.0,1,5.87646
-3.65,18,5.942731
6.0,1,5.946355
3.35,18,6.004161
8.0,1,6.00749
-5.55,32,8.498483
-4.35,32,8.638107
6.9,11,8.686798
6.3,15,8.761919
-3.55,32,8.909514
-4.55,32,9.024145
-5.15,32,9.142369
5.2,21,9.222209
6.3,15,9.268681
5.9,15,9.31963
7.0,9,9.347243
6.05,20,9.406126
6.75,10,9.436611
6.8,13,9.475799
7.7,3,9.484739
5.4,5,9.499969
-5.35,32,9.595898
8.0,1,9.599398
-3.75,32,9.721682
6.75,10,9.756382
4.75,2,9.763628
7.05,8,9.796424
6.0,1,9.80039
8.0,1,9.804879
5.65,4,9.821286
5.0,1,9.826398
6.9,11,9.862932
-6.25,50,10.092729
-6.65,50,10.264228
-5.65,50,10.423883
-5.05,50,10.574368
8.4,17,10.662083
-6.05,50,10.840294
6.6,13,10.881863
-6.85,50,11.041974
7.0,9,11.078588
5.0,1,11.082713
4.75,50,11.290187
-6.65,50,11.512941
7.65,4,11.531389
5.0,1,11.538904
-6.25,50,11.737741
-4.35,32,11.843266
-6.25,50,12.037472
9.35,10,12.079579
-4.35,32,12.195584
5.0,49,14.65294
5.0,1,14.656141
-4.95,32,14.749421
7.85,16,14.796232
8.25,24,14.881114
5.75,46,15.029825
6.0,1,15.032853
-6.05,50,15.188964
9.65,4,15.20232
7.8,33,15.316047
9.65,4,15.329451
8.95,14,15.373024
-6.45,50,15.54827
6.0,1,15.551286
8.8,13,15.592937
9.05,12,15.632244
-5.05,50,15.805883
-6.85,50,15.978663
6.0,1,15.981902
5.75,2,15.988027
9.85,4,16.000906
-4.35,32,16.096315
4.75,50,16.254016
9.4,9,16.282352
5.75,2,16.288686
6.65,28,16.372337
5.0,1,16.375656
4.75,2,16.381248
7.05,24,16.463226
-6.65,50,16.719652
5.25,40,16.851134
-7.05,50,17.008892
-5.25,50,17.185218
-7.05,50,17.45831
9.65,4,17.473845
-6.65,50,17.6555
-6.05,50,17.814961
7.0,13,17.851122
7.85,4,17.865161
9.2,9,17.89696
9.3,15,17.944979
6.9,27,18.03404
9.45,8,18.05883
7.8,17,20.391812
5.4,5,20.406518
4.5,47,20.541624
5.45,48,20.688755
7.7,27,20.772675
-6.45,50,20.930693
9.0,9,20.956475
9.0,13,20.997409
9.1,11,21.039395
6.5,47,21.206183
5.95,2,21.212375
5.4,41,21.343168
8.8,17,21.396448
5.0,1,21.400299
8.25,16,21.459708
9.75,6,21.478005
7.85,4,21.49041
8.35,22,21.558944
6.35,34,21.665542
5.0,1,21.668555
5.0,1,21.671436
9.75,6,21.690009
9.8,5,21.705347
7.65,20,21.763582
6.65,36,21.869366
5.9,3,21.878061
8.45,20,21.937653
7.9,3,21.9467
8.4,17,21.99779
6.1,35,22.109865
7.35,26,22.194563
8.45,16,22.246083
7.35,30,22.343141
8.25,16,22.391057
8.85,8,22.423693
8.0,25,22.501328
9.6,5,22.524061
-4.95,32,22.63683
7.3,7,22.658615
-5.85,50,22.809104
5.45,4,22.821873
8.25,20,22.882005
5.15,42,23.014195
8.05,16,23.066079
5.0,1,23.069029
5.0,1,23.071898
9.8,5,23.087153
8.6,13,23.125646
-5.65,50,23.271657
4.75,50,23.417898
7.4,29,23.501886
9.05,8,23.525845
5.6,5,23.541414
6.45,32,25.903528
5.9,43,26.048764
6.0,1,26.051872
5.0,1,26.055427
9.35,6,26.079192
8.6,41,26.227076
9.45,8,26.251296
-7.55,72,26.500975
11.95,2,26.508387
4.75,2,26.515743
4.75,2,26.523233
-7.55,72,26.768541
7.5,43,26.894475
7.65,4,26.907113
6.0,1,26.910461
7.3,27,27.002618
7.05,52,27.178789
4.75,2,27.187061
-6.75,72,27.430917
7.35,6,27.461785
10.15,30,27.582341
7.25,48,27.75339
-8.35,72,28.069105
9.3,35,28.204291
8.75,38,28.337149
11.35,10,28.369688
10.0,29,28.458555
8.05,36,28.561585
9.85,4,28.573526
5.0,1,28.577785
5.8,69,28.838906
7.95,2,28.848637
-7.95,72,29.191802
5.7,3,29.203562
-8.35,72,29.451267
10.1,23,29.54447
6.55,54,31.832036
8.6,37,31.935628
-7.55,72,32.195508
10.35,22,32.270707
8.5,19,32.33211
10.4,17,32.382744
9.7,7,32.403653
11.45,8,32.431032
10.6,17,32.486115
7.15,54,32.639938
5.75,2,32.646313
7.9,47,32.782037
5.0,1,32.785077
11.35,10,32.814604
5.95,2,32.820614
8.0,1,32.823915
4.75,2,32.82987
-7.95,72,33.060499
7.65,4,33.074356
11.1,11,33.108377
10.3,19,33.166594
4.75,2,33.172658
6.7,11,33.205901
10.85,12,33.241553
-7.75,72,33.666084
-7.35,72,33.91609
7.9,3,33.925224
11.35,10,33.962852
7.95,42,34.127891
7.8,5,34.143618
10.3,19,34.229704
9.05,28,34.3232
9.15,34,34.45726
10.9,23,34.551274
5.5,67,34.771241
10.05,24,34.843341
10.85,12,34.877207
5.65,40,35.004149
4.75,2,35.012679
4.75,2,35.02688
11.45,12,35.071634
10.4,21,35.134478
-7.55,72,37.640093
7.45,60,37.852859
5.0,1,37.856118
6.5,11,37.888231
11.65,8,37.923107
-7.35,72,38.169738
-7.55,72,38.427199
8.05,40,38.562485
8.55,34,38.689398
9.4,25,38.769531
10.65,16,38.818202
7.55,50,38.981305
6.0,1,38.984153
10.75,18,39.050482
7.25,24,39.129448
9.05,24,39.213917
10.45,16,39.266741
9.3,11,39.299815
5.0,1,39.302997
-6.55,72,39.530217
7.65,40,39.663606
9.8,29,39.761767
11.05,16,39.810279
5.65,72,40.0789
5.0,1,40.082321
10.9,15,40.152763
5.7,3,40.167147
6.5,11,40.209195
9.9,31,40.312105
6.0,1,40.315296
8.6,17,40.373734
10.65,12,40.416837
10.55,22,40.482896
11.6,9,40.511057
6.5,47,40.651078
9.05,12,40.686784
7.0,45,40.823274
10.35,18,40.879373
9.65,28,40.960346
9.25,8,43.071207
5.95,2,43.077654
10.8,21,43.144842
4.75,2,43.1529
8.85,12,43.190119
10.9,15,43.233238
11.2,13,43.271838
9.5,39,43.38204
10.55,18,43.432014
6.0,1,43.435092
10.55,18,43.495263
11.55,10,43.522749
-8.15,72,43.746086
11.45,8,43.77054
5.0,1,43.773694
-7.75,72,44.005509
11.2,13,44.052805
10.6,21,44.125131
6.0,1,44.129297
8.15,34,44.241361
11.2,13,44.28873
11.8,5,44.304003
8.95,34,44.440468
6.15,70,44.672966
10.0,1,44.67622
11.75,6,44.698341
5.75,66,44.923935
4.75,2,44.930943
7.6,5,44.946812
10.05,20,45.015451
11.55,6,45.042352
6.0,1,45.046006
8.5,35,45.165665
9.85,4,45.177607
4.75,2,45.184489
11.7,7,45.204351
11.4,9,45.238882
5.9,3,45.250653
11.4,13,45.300131
9.4,29,45.405084
8.1,47,45.54164
11.4,13,45.592359
9.95,2,45.601625
10.3,23,45.676405
6.0,1,45.679712
11.1,15,45.733274
11.05,8,45.759669
4.75,2,45.766419
11.9,3,45.775802
6.95,50,45.934974
10.1,27,46.027561
10.75,14,46.066601
7.85,4,46.078155
9.2,37,46.184198
11.3,11,46.218467
11.1,11,46.256534
8.5,35,46.37116
-6.55,72,48.788695
9.6,5,48.810014
11.2,13,48.852324
9.9,23,48.927481
10.35,18,48.991684
7.9,3,49.000859
10.55,18,49.054648
10.25,20,49.129247
5.95,2,49.135423
8.7,43,49.276983
6.0,1,49.279826
11.1,15,49.326392
9.35,26,49.409755
10.1,23,49.479338
10.95,34,49.591305
11.4,41,49.713779
11.7,19,49.770109
13.75,6,49.788107
-10.05,98,50.081017
10.9,31,50.177121
10.9,39,50.294663
6.25,88,50.603667
6.0,1,50.606999
7.5,67,50.834996
5.0,1,50.838472
-10.25,98,51.16535
9.85,48,51.318197
6.6,81,51.570725
12.45,20,51.639205
6.6,77,51.860993
12.9,15,54.21455
7.35,86,54.496349
8.65,12,54.533128
7.2,73,54.777328
11.3,31,54.883597
13.05,16,54.932501
8.8,21,55.006726
10.2,21,55.081795
4.75,2,55.088626
9.15,54,55.293117
5.95,94,55.613803
12.95,14,55.656583
8.0,1,55.659959
5.95,2,55.668308
11.45,28,55.746696
11.5,23,55.814158
10.55,46,55.96208
9.25,8,55.984178
10.65,44,56.121004
4.75,2,56.130408
5.0,1,56.134716
6.0,1,56.138668
7.0,69,56.362422
10.55,42,56.484184
12.65,24,56.553623
13.25,16,56.602822
5.0,1,56.605856
8.2,65,56.812335
13.7,7,56.835692
8.55,38,56.953059
11.0,13,56.999943
10.3,23,57.070753
8.05,68,57.261999
10.85,16,57.308146
9.2,53,59.541954
13.0,17,59.591301
10.6,41,59.722583
9.8,5,59.736308
11.5,27,59.816651
7.85,4,59.827623
9.6,5,59.842847
11.7,27,59.92639
7.6,81,60.190004
11.55,38,60.306337
13.2,13,60.345377
12.15,30,60.43382
9.8,5,60.448123
8.8,13,60.483705
7.85,56,60.667047
11.75,6,60.686162
6.9,95,61.039274
10.7,47,61.190928
5.0,1,61.196517
11.6,29,61.300626
12.55,18,61.366386
4.8,65,61.558894
13.75,6,61.577522
11.05,36,61.691652
13.6,9,61.717586
12.75,18,61.775554
9.65,48,61.910609
9.05,52,62.066335
11.0,37,62.176132
9.9,43,62.298906
10.15,38,62.409688
5.8,89,62.669392
5.25,96,65.129203
12.0,29,65.220348
9.5,51,65.379494
8.0,1,65.382468
12.4,17,65.441394
13.45,12,65.478208
11.75,26,65.585427
7.7,51,65.746843
10.4,41,65.867203
9.85,4,65.881093
6.8,13,65.939859
13.15,14,65.9947
11.45,24,66.083139
10.55,42,66.239429
7.95,2,66.245624
12.0,25,66.420067
7.2,73,66.76226
13.1,15,66.805026
13.45,12,66.845359
5.95,2,66.851569
12.35,18,66.903085
5.0,1,66.906092
11.6,37,67.022149
8.45,48,67.18625
5.0,1,67.18967
12.85,16,67.239729
5.0,1,67.242648
13.2,13,67.279735
9.95,2,67.285249
11.75,30,67.37429
12.85,16,67.43919
11.45,28,67.525
7.45,4,67.537317
12.3,27,67.633201
8.25,52,67.791367
13.2,13,67.828958
10.1,55,67.994079
9.3,7,68.015333
12.7,19,68.071659
9.15,10,68.099164
8.1,63,68.28504
11.55,30,68.370472
7.95,2,68.376819
11.0,33,70.656445
10.0,53,70.824346
9.2,9,70.859616
10.8,41,71.002055
9.75,6,71.024117
5.0,1,71.028579
13.25,16,71.080036
12.0,33,71.187123
13.2,13,71.240193
9.3,7,71.260945
5.6,69,71.49604
12.5,19,71.558632
13.85,4,71.577718
9.65,8,71.603063
13.25,8,71.629029
12.65,16,71.682163
12.6,21,71.754104
13.4,9,71.780384
12.8,17,71.835349
11.2,33,71.946676
10.75,46,72.163158
11.1,35,72.28293
5.0,1,72.286185
13.5,11,72.321553
10.7,31,72.415487
10.7,47,72.570174
12.95,18,72.634175
9.5,43,72.776074
13.55,6,72.794392
9.25,8,72.819598
12.45,24,72.892533
4.75,2,72.90122
8.65,60,73.095699
13.75,6,73.112993
13.1,15,73.156101
12.5,19,73.214066
12.7,23,73.284922
12.5,23,73.354474
9.8,5,73.375307
13.35,14,73.41889
11.7,31,73.51158
8.95,50,73.657339
9.25,48,73.813724
11.2,29,73.905455
12.1,27,76.383118
12.05,28,76.488556
6.0,1,76.493829
7.85,4,76.507415
13.4,9,76.54143
9.95,2,76.54963
12.95,22,76.616158
6.0,1,76.619091
7.1,63,76.834621
4.75,2,76.8423
12.95,14,76.887815
12.45,12,76.923847
12.5,15,76.966544
13.2,17,77.018098
5.95,2,77.024244
13.2,17,77.077175
10.2,37,77.203785
9.35,62,77.531873
12.5,23,77.619882
12.95,22,77.684753
12.7,19,77.743319
7.9,3,77.754943
13.75,6,77.771866
10.55,34,77.871871
13.05,20,77.931867
13.4,13,77.970774
13.25,16,78.023449
12.75,10,78.052109
11.2,13,78.121676
11.3,27,78.332769
11.55,30,78.53007
11.3,27,78.680041
11.8,29,78.828309
7.3,7,78.859412
13.15,14,78.931803
12.95,18,79.012395
10.8,37,79.19661
12.4,21,79.280526
12.45,20,79.345803
-9.25,98,79.649104
5.75,2,79.65766
7.6,5,79.671184
13.0,13,79.709597
12.55,14,79.747653
13.35,14,79.785952
12.75,22,79.845774
9.95,2,79.851283
5.0,1,79.854104
13.4,9,79.881412
9.5,7,79.903012
11.55,30,80.030396
12.65,16,80.094547
7.9,3,80.107095
13.6,9,80.150851
12.55,18,80.232097
8.1,67,82.683139
12.8,21,82.742834
5.55,82,83.035426
11.75,26,83.136261
13.45,12,83.191848
13.45,8,83.220584
13.05,12,83.267839
13.0,13,83.311754
4.75,2,83.317951
12.05,28,83.410909
5.75,2,83.418238
7.95,2,83.426406
10.8,13,83.47386
5.0,1,83.479568
13.4,9,83.511499
13.1,11,83.550818
12.7,19,83.609064
10.5,43,83.743892
13.55,10,83.77198
13.4,13,83.809538
13.15,14,83.853061
13.15,18,83.905305
12.45,24,83.976703
9.5,7,83.998092
11.25,8,84.021737
12.05,28,84.103564
13.3,15,84.145836
12.55,26,84.242364
12.85,48,84.402534
-12.35,128,84.766829
10.0,1,84.769884
12.05,48,84.9015
10.35,58,85.068743
15.3,15,85.110909
12.1,39,85.224628
12.1,47,85.360558
11.8,57,85.521026
11.6,53,85.709019
14.85,16,85.758491
15.15,18,87.851359
15.1,19,87.904598
11.8,53,88.062675
13.4,33,88.1691
9.25,64,88.351475
11.55,38,88.462668
5.0,1,88.468547
12.8,13,88.518412
12.45,52,88.674474
7.8,77,88.910352
7.4,85,89.159068
15.5,11,89.194616
10.8,53,89.348116
14.45,16,89.391223
12.8,17,89.435857
15.4,13,89.473515
13.85,28,89.551748
14.05,28,89.627055
14.55,30,89.710473
13.75,26,89.782815
10.1,43,89.907865
6.8,105,90.209407
14.35,26,90.280704
12.8,37,90.387267
6.7,99,90.666786
12.65,36,90.767343
5.6,121,93.126945
15.35,14,93.167051
13.7,35,93.261277
5.0,1,93.264344
14.9,19,93.315592
9.85,4,93.328416
11.4,53,93.643114
8.3,87,93.92157
7.35,90,94.177599
-11.95,128,94.540039
12.45,44,94.661208
9.1,79,94.875759
12.7,39,94.985571
12.7,51,95.124204
11.4,9,95.15637
12.85,36,95.258409
9.75,86,95.496957
14.6,21,95.555671
12.05,56,95.718289
10.55,66,97.919952
7.85,4,97.931199
6.25,96,98.209331
12.65,40,98.316905
10.6,57,98.474261
13.6,25,98.549394
9.5,7,98.568835
15.3,15,98.609535
13.8,25,98.678327
3.85,116,99.001525
14.25,20,99.062825
10.1,75,99.270481
13.5,11,99.300362
14.25,20,99.354926
14.65,20,99.409577
13.55,34,99.505794
13.25,36,99.606949
14.35,22,99.667808
7.95,2,99.673401
8.55,78,99.899673
15.3,11,99.930513
11.75,30,100.018614
4.75,2,100.024603
-13.95,128,100.385904
9.75,6,100.402138
7.7,91,100.662614
9.85,60,102.860754
5.0,1,102.864041
11.35,10,102.890864
7.35,98,103.1651
12.65,16,103.210525
9.2,85,103.455004
14.75,22,103.516375
13.1,31,103.60182
11.1,11,103.631172
14.0,33,103.718693
15.55,10,103.745329
4.75,2,103.750803
9.9,67,103.94125
13.75,30,104.031118
14.35,26,104.106177
13.9,31,104.19651
10.45,60,104.369345
15.05,16,104.418038
13.35,34,104.515937
15.0,21,104.577204
12.1,23,104.642987
7.95,2,104.648601
13.4,41,104.761129
11.65,8,104.78244
7.9,3,104.790471
14.1,27,104.865071
11.6,9,104.891254
14.55,26,104.964565
9.65,4,104.975591
13.75,30,105.056363
11.2,9,105.082696
11.15,54,105.227791
12.7,39,105.341194
14.95,18,105.390529
14.95,18,105.440701
5.0,1,105.443481
11.7,7,105.463298
12.7,51,105.599899
14.1,31,105.684815
13.85,28,107.754339
-11.55,128,108.106046
14.05,24,108.176239
5.95,2,108.182404
