#{"t_start": 1785438426.861524, "env_id": "None"}
r,l,t
-2.0,1,4.712957
-2.0,1,4.71652
-2.0,1,4.720065
-2.0,1,4.723381
-2.0,1,4.726083
-2.0,1,4.728771
-2.0,1,4.731321
-2.0,1,4.733866
-2.0,1,4.736245
-2.0,1,4.738604
-2.0,1,4.740876
-2.0,1,4.743259
-2.0,1,4.745785
-2.0,1,4.748048
-2.0,1,4.750503
-2.0,1,4.753005
-2.0,1,4.755735
5.0,1,4.758641
-2.0,1,4.761289
-2.0,1,4.763598
-2.0,1,4.765896
-2.0,1,4.768248
-2.0,1,4.770511
-2.0,1,4.772846
-2.0,1,4.775297
-2.0,1,4.777761
-2.0,1,4.78019
-2.0,1,4.782519
-2.0,1,4.784665
-2.0,1,4.786781
-2.0,1,4.788983
-2.0,1,4.791201
-2.0,1,4.793434
-2.0,1,4.795719
-2.0,1,4.79803
-2.0,1,4.800272
-2.0,1,4.80243
-2.0,1,4.804634
-2.0,1,4.806862
-2.0,1,4.80904
-2.0,1,4.811244
-2.0,1,4.81346
-2.0,1,4.815657
-2.0,1,4.817844
-2.0,1,4.820027
-2.0,1,4.822192
-2.0,1,4.824382
-2.0,1,4.826602
-2.0,1,4.828842
-2.0,1,4.831064
-2.0,1,4.833287
-2.0,1,4.835478
-2.0,1,4.83768
-2.0,1,4.839787
-2.0,1,4.841868
-2.0,1,4.84407
-2.0,1,4.846328
-2.0,1,4.848579
-2.0,1,4.850691
-2.0,1,4.852863
-2.0,1,4.854933
-2.0,1,4.856969
-2.0,1,4.858999
-2.0,1,4.861044
-2.0,1,4.863086
-2.0,1,4.865115
-2.0,1,4.86712
-2.0,1,4.86915
-2.0,1,4.871206
-2.0,1,4.87323
-2.0,1,4.87527
-2.0,1,4.8774
-2.0,1,4.879537
-2.0,1,4.881584
-2.0,1,4.883586
-2.0,1,4.885665
-2.0,1,4.887712
-2.0,1,4.889763
-2.0,1,4.891772
-2.0,1,4.893833
-2.0,1,4.895924
-2.0,1,4.897911
-2.0,1,4.900058
-2.0,1,4.901976
-2.0,1,4.903936
-2.0,1,4.90589
-2.0,1,4.907841
-2.0,1,4.909883
-2.0,1,4.911923
-2.0,1,4.913878
-2.0,1,4.915936
-2.0,1,4.917952
-2.0,1,4.91994
-2.0,1,4.921894
-2.0,1,4.923834
-2.0,1,4.925931
-2.0,1,4.928009
-2.0,1,4.930058
-2.0,1,4.932049
-2.0,1,4.934172
-2.0,1,4.936277
-2.0,1,4.938345
-2.0,1,4.940372
-2.05,2,4.944868
-2.0,1,4.946899
-2.0,1,4.948932
-2.0,1,4.950994
-2.0,1,4.953083
-2.0,1,4.955168
-2.0,1,4.957329
-2.0,1,4.959448
-2.0,1,4.961539
-2.0,1,4.96362
-2.0,1,4.965733
-2.0,1,4.967967
-2.0,1,4.970026
-2.0,1,4.972016
-2.0,1,4.974056
-2.0,1,4.976278
-2.0,1,4.978384
-2.0,1,4.980519
-2.0,1,4.982505
-2.0,1,4.984616
-2.0,1,4.986598
-2.0,1,4.988585
-2.0,1,4.990535
-2.0,1,4.992723
-2.0,1,4.99479
-2.0,1,4.996882
-2.0,1,4.998942
-2.0,1,5.001044
-2.0,1,5.003054
-2.0,1,5.005103
-2.0,1,5.007167
-2.0,1,5.009519
-2.0,1,5.011428
-2.0,1,5.013953
-2.0,1,5.016074
-2.0,1,5.018195
-2.0,1,5.020293
-2.0,1,5.022369
-2.0,1,5.024502
-2.0,1,5.02673
-2.0,1,5.028825
-2.0,1,5.030895
-2.0,1,5.032956
-2.0,1,5.034969
-2.0,1,5.037094
-2.0,1,5.039199
-2.0,1,5.041349
-2.0,1,5.043476
-2.0,1,5.045781
-2.0,1,5.048528
-2.0,1,5.050951
-2.0,1,5.05386
-2.0,1,5.05689
-2.0,1,5.059591
-2.0,1,5.062007
-2.0,1,5.064628
-2.0,1,5.067086
-2.0,1,5.069444
-2.0,1,5.072118
-2.0,1,5.074727
-2.0,1,5.077592
-2.0,1,5.080378
-2.0,1,5.083001
-2.0,1,5.085344
-2.0,1,5.087904
-2.0,1,5.090072
-2.0,1,5.092505
-2.0,1,5.095354
-2.0,1,5.09797
-2.0,1,5.101026
-2.0,1,5.104046
-2.0,1,5.10691
-2.0,1,5.109452
-2.0,1,5.112372
-2.0,1,5.115162
-2.0,1,5.117456
-2.0,1,5.119625
-2.0,1,5.121909
-2.0,1,5.124156
-2.0,1,5.126688
-2.0,1,5.129507
-2.0,1,5.133373
-2.0,1,5.136864
-2.0,1,5.139272
-2.0,1,5.1425
-2.0,1,5.145505
-2.0,1,5.148012
-2.0,1,5.150406
-2.0,1,5.1535
-2.0,1,5.156333
-2.0,1,5.1601
-2.0,1,5.162714
-2.0,1,5.16556
-2.0,1,5.168217
-2.0,1,5.170589
-2.0,1,5.173491
-2.0,1,5.176287
-2.0,1,5.178528
-2.0,1,5.18105
-2.0,1,5.183403
-2.0,1,5.185654
-2.0,1,5.187703
-2.0,1,5.190123
-2.0,1,5.192741
-2.0,1,5.194867
-2.0,1,5.196972
-2.0,1,5.199207
-2.0,1,5.201352
-2.0,1,5.204262
-2.0,1,5.206532
-2.0,1,5.20918
-2.0,1,5.211304
-2.0,1,5.213491
-2.0,1,5.215695
-2.0,1,5.217855
-2.0,1,5.22014
-2.0,1,5.222193
-2.0,1,5.224413
-2.0,1,5.227456
-2.0,1,5.229645
-2.0,1,5.232047
-2.0,1,5.23419
-2.0,1,5.236376
-2.0,1,5.238673
-2.0,1,5.240974
-2.0,1,5.243529
-2.0,1,5.245743
-2.0,1,5.24833
-2.0,1,5.251322
-2.0,1,5.254227
-2.0,1,5.257505
-2.0,1,5.260119
-2.0,1,5.26237
-2.0,1,5.265142
-2.0,1,5.267783
-2.0,1,5.270029
-2.0,1,5.272283
-2.0,1,5.27467
-2.0,1,5.276997
