#{"t_start": 1785344707.757742, "env_id": "None"}
r,l,t
-2.0,1,2.265522
-2.0,1,2.268981
-2.0,1,2.272137
-2.0,1,2.275378
-2.0,1,2.278676
-2.0,1,2.28181
-2.0,1,2.285037
-2.0,1,2.288116
-2.0,1,2.291373
-2.0,1,2.294453
-2.0,1,2.297031
-2.0,1,2.299397
-2.0,1,2.301747
-2.0,1,2.304071
-2.0,1,2.306487
-2.0,1,2.308876
-2.0,1,2.311204
-2.0,1,2.313553
-2.0,1,2.315915
-2.0,1,2.318277
-2.0,1,2.320783
-2.0,1,2.323232
-2.0,1,2.325788
-2.0,1,2.328192
-2.0,1,2.330546
-2.0,1,2.332922
-2.0,1,2.335269
-2.0,1,2.337633
-2.0,1,2.339935
-2.0,1,2.342302
-2.0,1,2.344643
-2.0,1,2.347034
-2.0,1,2.349453
-2.0,1,2.351815
-2.0,1,2.354313
-2.0,1,2.356716
-2.0,1,2.359217
-2.0,1,2.361876
-2.0,1,2.364361
-2.0,1,2.366976
-2.0,1,2.369462
-2.0,1,2.371838
-2.0,1,2.374206
-2.0,1,2.376817
-2.0,1,2.379323
-2.0,1,2.381811
-2.0,1,2.384256
-2.0,1,2.386688
-2.0,1,2.389111
-2.0,1,2.391557
-2.0,1,2.394037
-2.0,1,2.397174
-2.0,1,2.400061
-2.0,1,2.40258
-2.0,1,2.405421
-2.0,1,2.408334
-2.0,1,2.410959
-2.0,1,2.413603
-2.0,1,2.41672
-2.0,1,2.419118
-2.0,1,2.421605
-2.0,1,2.424134
-2.0,1,2.426888
-2.0,1,2.429437
-2.0,1,2.431984
-2.0,1,2.434438
-2.0,1,2.436911
-2.0,1,2.439596
-2.0,1,2.442205
-2.0,1,2.444839
-2.0,1,2.448797
-2.0,1,2.451578
-2.0,1,2.454287
-2.0,1,2.457614
-2.0,1,2.460771
-2.0,1,2.463935
-2.0,1,2.466976
-2.0,1,2.469821
-2.0,1,2.472675
-2.0,1,2.475864
-2.0,1,2.47859
-2.0,1,2.481231
-2.0,1,2.48378
-2.0,1,2.486399
-2.0,1,2.489008
-2.0,1,2.491761
-2.0,1,2.494745
-2.0,1,2.497504
-2.0,1,2.500256
-2.0,1,2.503227
-2.0,1,2.506238
-2.0,1,2.509398
-2.0,1,2.512255
-2.0,1,2.515301
-2.0,1,2.517973
-2.0,1,2.520673
-2.0,1,2.524147
-2.0,1,2.527794
-2.0,1,2.53102
-2.0,1,2.533949
-2.0,1,2.53709
-2.0,1,2.540075
-2.0,1,2.543275
-2.0,1,2.546424
-2.0,1,2.549645
-2.0,1,2.55274
-2.0,1,2.555752
-2.0,1,2.559398
-2.0,1,2.563392
-2.0,1,2.567148
-2.0,1,2.570279
-2.0,1,2.573209
-2.0,1,2.576917
-2.0,1,2.579996
-2.0,1,2.583416
-2.0,1,2.586425
-2.0,1,2.589422
-2.0,1,2.592451
-2.0,1,2.595423
-2.0,1,2.598513
-2.0,1,2.601562
-2.0,1,2.604431
-2.0,1,2.607489
-2.0,1,2.610587
-2.0,1,2.61404
-2.0,1,2.617428
-2.0,1,2.620888
-2.0,1,2.624209
-2.0,1,2.628057
-2.0,1,2.631447
-2.0,1,2.634487
-2.0,1,2.637632
-2.0,1,2.641216
-2.0,1,2.644481
-2.0,1,2.647704
-2.0,1,2.651114
-2.0,1,2.654313
-2.0,1,2.657567
-2.0,1,2.660971
-2.0,1,2.664346
-2.0,1,2.667935
-2.0,1,2.671023
4.0,1,2.674744
-2.0,1,2.678329
-2.0,1,2.681718
-2.0,1,2.684916
-2.0,1,2.688242
-2.0,1,2.691827
-2.0,1,2.695233
-2.0,1,2.69851
-2.0,1,2.701923
-2.0,1,2.705286
-2.0,1,2.708981
-2.0,1,2.712485
-2.0,1,2.715764
-2.0,1,2.719162
-2.0,1,2.722452
-2.0,1,2.725837
-2.0,1,2.730009
-2.0,1,2.737286
-2.0,1,2.741897
-2.0,1,2.754253
-2.0,1,2.759134
-2.0,1,2.763015
-2.0,1,2.766498
-2.0,1,2.770013
-2.0,1,2.773445
-2.0,1,2.776757
-2.0,1,2.78005
-2.0,1,2.783214
-2.0,1,2.786503
-2.0,1,2.790231
-2.0,1,2.794261
-2.0,1,2.798327
-2.0,1,2.80183
-2.0,1,2.805396
-2.0,1,2.809549
-2.0,1,2.813826
-2.0,1,2.829545
-2.0,1,2.833676
-2.0,1,2.839135
-2.0,1,2.843623
-2.0,1,2.848465
-2.0,1,2.853084
-2.0,1,2.857589
-2.0,1,2.862416
-2.0,1,2.866467
-2.0,1,2.870363
-2.0,1,2.873973
-2.0,1,2.877743
-2.0,1,2.88126
-2.05,2,2.888939
-2.0,1,2.892693
-2.0,1,2.896045
-2.0,1,2.900001
-2.0,1,2.904047
-2.0,1,2.90778
-2.0,1,2.911335
-2.0,1,2.914742
-2.0,1,2.918081
-2.0,1,2.922034
-2.0,1,2.926243
-2.0,1,2.929899
-2.0,1,2.933809
-2.0,1,2.937216
-2.0,1,2.941061
-2.0,1,2.944648
-2.0,1,2.948228
-2.0,1,2.951956
-2.0,1,2.955544
-2.0,1,2.958997
-2.0,1,2.962445
-2.0,1,2.965993
-2.0,1,2.969476
-2.0,1,2.972921
-2.0,1,2.97689
-2.0,1,2.980261
-2.0,1,2.983715
-2.0,1,2.987154
-2.0,1,2.990746
-2.0,1,2.994346
-2.0,1,2.99815
-2.0,1,3.001534
-2.0,1,3.005337
-2.0,1,3.008798
-2.0,1,3.012185
-2.0,1,3.015514
-2.0,1,3.018922
-2.0,1,3.022211
-2.0,1,3.0255
-2.0,1,3.02878
-2.0,1,3.032103
-2.0,1,3.035409
-2.0,1,3.038735
-2.0,1,3.042055
-2.0,1,3.045386
-2.0,1,3.048933
-2.0,1,3.052331
-2.0,1,3.0557
-2.0,1,3.059089
-2.0,1,3.062455
-2.0,1,3.065783
-2.0,1,3.06911
-2.0,1,3.072437
-2.0,1,3.075774
-2.0,1,3.079139
-2.0,1,3.082471
-2.0,1,3.085888
-2.0,1,3.089446
-2.0,1,3.092792
-2.0,1,3.096202
-2.0,1,3.099541
-2.0,1,3.102827
-2.0,1,3.106132
-2.0,1,3.109481
-2.0,1,3.112787
-2.0,1,3.116108
-2.0,1,3.119467
-2.0,1,3.12276
-2.0,1,3.126188
-2.0,1,3.129626
-2.0,1,3.13331
-2.0,1,3.136708
-2.0,1,3.14001
-2.0,1,3.143288
-2.0,1,3.146705
-2.0,1,3.150163
-2.0,1,3.154794
-2.0,1,3.159094
-2.0,1,3.162993
-2.0,1,3.167106
-2.0,1,3.171166
-2.0,1,3.174903
-2.0,1,3.178901
-2.0,1,3.182252
-2.0,1,3.185606
-2.0,1,3.189037
-2.0,1,3.192443
-2.0,1,3.196625
-2.0,1,3.202203
-2.0,1,3.206086
-2.0,1,3.210717
-2.0,1,3.216063
-2.0,1,3.220647
-2.0,1,3.224901
-2.0,1,3.229205
-2.0,1,3.234014
-2.0,1,3.239445
-2.0,1,3.244769
-2.0,1,3.249006
-2.0,1,3.252805
-2.0,1,3.257353
-2.0,1,3.262407
-2.0,1,3.266844
-2.0,1,3.270436
-2.0,1,3.27533
-2.0,1,3.279836
-2.0,1,3.284787
-2.0,1,3.28968
-2.0,1,3.294342
-2.0,1,3.299257
-2.0,1,3.303497
