#{"t_start": 1785438207.9426637, "env_id": "None"}
r,l,t
-2.0,1,1.885888
-2.0,1,1.888193
-2.0,1,1.890395
-2.0,1,1.892581
-2.0,1,1.894717
-2.0,1,1.896788
-2.0,1,1.898821
-2.0,1,1.90095
-2.0,1,1.903017
-2.0,1,1.904824
-2.0,1,1.906848
-2.0,1,1.908666
-2.0,1,1.910455
-2.0,1,1.912266
-2.0,1,1.914321
-2.0,1,1.91618
-2.0,1,1.917925
-2.0,1,1.919745
-2.0,1,1.921554
-2.0,1,1.923362
-2.0,1,1.92517
-2.0,1,1.926978
-2.0,1,1.928766
5.0,1,1.930618
-2.0,1,1.932367
-2.0,1,1.934143
-2.0,1,1.935946
-2.0,1,1.937726
-2.0,1,1.939543
-2.0,1,1.941595
-2.0,1,1.943644
-2.0,1,1.945657
-2.0,1,1.947476
-2.0,1,1.949291
-2.0,1,1.95109
-2.0,1,1.952932
-2.0,1,1.954719
-2.0,1,1.956503
-2.0,1,1.958279
-2.0,1,1.960079
-2.0,1,1.961851
-2.0,1,1.963646
-2.0,1,1.965427
-2.0,1,1.967226
-2.0,1,1.969001
-2.0,1,1.970825
-2.0,1,1.972744
-2.0,1,1.974508
-2.0,1,1.976333
-2.0,1,1.978103
-2.0,1,1.979904
-2.0,1,1.9817
-2.0,1,1.983522
-2.0,1,1.985333
-2.0,1,1.987125
-2.0,1,1.989075
-2.0,1,1.9908
5.0,1,1.99265
-2.0,1,1.994404
-2.0,1,1.996192
-2.0,1,1.997983
-2.0,1,1.999807
-2.0,1,2.001589
-2.0,1,2.003421
-2.0,1,2.005195
-2.0,1,2.007045
-2.0,1,2.008855
-2.0,1,2.010648
-2.0,1,2.012448
-2.0,1,2.014227
-2.0,1,2.016025
-2.0,1,2.017807
-2.0,1,2.019649
-2.0,1,2.021479
-2.0,1,2.023294
-2.0,1,2.0251
-2.0,1,2.026971
-2.0,1,2.029091
-2.0,1,2.031286
-2.0,1,2.033123
-2.0,1,2.034873
-2.0,1,2.036565
-2.0,1,2.038271
-2.0,1,2.039992
-2.0,1,2.041746
-2.0,1,2.043686
-2.0,1,2.045429
-2.0,1,2.047187
-2.0,1,2.048904
-2.0,1,2.050642
-2.0,1,2.052367
-2.0,1,2.0541
-2.0,1,2.055843
-2.0,1,2.057711
-2.0,1,2.059456
-2.0,1,2.061195
-2.0,1,2.062976
-2.0,1,2.064719
-2.0,1,2.066525
-2.0,1,2.068319
-2.0,1,2.070039
-2.0,1,2.071825
-2.0,1,2.073706
-2.0,1,2.075462
-2.0,1,2.077313
-2.0,1,2.079197
-2.0,1,2.080994
-2.0,1,2.082812
-2.0,1,2.084586
-2.0,1,2.0864
-2.0,1,2.088261
-2.0,1,2.090175
-2.0,1,2.09205
-2.0,1,2.093918
-2.0,1,2.095722
-2.0,1,2.097621
-2.0,1,2.099485
-2.0,1,2.101312
-2.0,1,2.103235
5.0,1,2.105077
-2.0,1,2.107078
-2.0,1,2.108864
-2.0,1,2.11064
-2.0,1,2.112595
-2.0,1,2.114445
-2.0,1,2.116312
