#{"t_start": 1785824777.171257, "env_id": "None"}
r,l,t
5.0,1,2.657884
5.0,1,2.665464
5.0,1,2.669482
4.75,2,2.677286
4.75,2,2.683589
4.75,2,2.690025
4.75,2,2.697239
4.75,2,2.704615
5.0,1,2.708356
5.0,1,2.712178
4.75,2,2.71997
5.0,1,2.723931
4.75,2,2.730981
4.75,2,2.743466
4.75,2,2.753539
4.75,2,2.762683
5.0,1,2.766853
5.0,1,2.770145
5.0,1,2.774055
5.75,2,2.784651
5.75,2,2.793493
5.75,2,2.804507
4.75,2,2.819635
5.75,2,2.830294
5.15,10,2.865465
5.0,1,2.868359
4.0,13,2.909064
4.3,11,2.942573
6.0,1,2.945682
5.35,6,2.969211
4.75,2,2.975821
-4.25,18,3.030709
4.75,2,3.037028
5.45,4,3.048976
4.75,2,3.055387
5.95,2,3.061608
5.0,1,3.064847
5.7,3,3.074638
5.95,2,3.080694
4.6,9,3.109329
4.5,11,3.143386
5.65,4,3.156241
6.0,1,3.159397
4.75,2,3.165346
5.6,5,3.180088
4.55,14,3.223503
5.9,3,3.233216
4.75,2,3.242692
6.0,1,3.247959
5.0,1,3.251408
5.0,1,3.254979
5.4,5,3.270987
6.0,1,3.274225
5.25,8,3.303953
5.45,4,3.319833
2.95,18,3.389302
6.0,1,3.392911
5.7,3,3.403825
5.0,1,3.408056
6.0,1,3.411347
4.75,2,3.418808
5.95,2,3.426504
6.0,1,3.431814
-4.35,32,3.599031
-5.35,32,3.717465
7.4,5,3.733907
-4.15,32,3.838994
6.2,21,3.903188
6.9,7,3.936254
5.0,1,3.940706
6.45,16,3.990262
5.0,1,3.99357
5.5,7,4.015005
5.45,28,4.112592
-3.95,32,4.214833
6.85,12,4.256151
4.9,7,4.27752
7.95,2,4.286523
4.75,2,4.292999
3.95,14,4.34269
6.05,16,4.393151
5.85,4,4.405463
7.4,9,4.432966
-5.75,32,4.538723
5.4,25,4.616339
-4.95,32,4.721535
-4.95,32,4.832222
-3.75,32,4.942888
6.6,17,5.003102
4.7,7,5.029024
-4.15,32,5.143018
-3.85,18,5.216942
5.0,1,5.220564
4.9,7,5.243306
-4.75,32,5.352389
7.0,13,5.400845
-4.75,32,5.521141
7.85,4,5.533811
-5.35,32,5.650837
7.3,15,5.698762
7.35,10,5.735446
-4.35,32,5.843452
-5.35,32,5.94379
4.75,2,5.949814
6.2,13,5.99977
4.75,2,6.00571
4.85,8,6.035303
5.85,24,6.114453
-4.15,32,8.608649
5.1,27,8.727133
4.8,9,8.768218
5.0,1,8.771931
-4.95,32,8.91882
7.85,4,8.939077
7.25,8,8.973656
-5.15,32,9.101837
5.0,1,9.104971
5.25,24,9.185533
7.85,4,9.198719
