#{"t_start": 1785313229.8475084, "env_id": "None"}
r,l,t
-2.0,1,1.80597
-2.0,1,1.808996
-2.0,1,1.811874
-2.0,1,1.814726
-2.0,1,1.817523
-2.0,1,1.82041
-2.0,1,1.823307
-2.0,1,1.826232
-2.0,1,1.829088
-2.0,1,1.831893
-2.0,1,1.834711
-2.0,1,1.837457
-2.0,1,1.840134
-2.0,1,1.842782
-2.0,1,1.845394
-2.0,1,1.848021
-2.0,1,1.85082
-2.0,1,1.853444
-2.0,1,1.856088
-2.0,1,1.858711
-2.0,1,1.861354
-2.0,1,1.863991
-2.0,1,1.866667
-2.0,1,1.869293
-2.0,1,1.871916
-2.0,1,1.874509
-2.0,1,1.877204
-2.0,1,1.879859
-2.0,1,1.882444
-2.0,1,1.885052
-2.0,1,1.887695
-2.0,1,1.89031
-2.0,1,1.893061
-2.0,1,1.895738
-2.0,1,1.89836
-2.0,1,1.900991
-2.0,1,1.903662
-2.0,1,1.906253
-2.0,1,1.908877
-2.0,1,1.911512
-2.0,1,1.914112
-2.0,1,1.916727
-2.0,1,1.919423
-2.0,1,1.922022
-2.0,1,1.924634
-2.0,1,1.927245
-2.0,1,1.929875
-2.0,1,1.932492
-2.0,1,1.935158
-2.0,1,1.9378
-2.0,1,1.940419
-2.0,1,1.94303
-2.0,1,1.945617
-2.0,1,1.94822
-2.0,1,1.950832
-2.0,1,1.953443
-2.0,1,1.956052
-2.0,1,1.958671
-2.0,1,1.961345
-2.0,1,1.963969
-2.0,1,1.966578
-2.0,1,1.969193
-2.0,1,1.971809
-2.0,1,1.974439
-2.0,1,1.977067
-2.0,1,1.979761
-2.0,1,1.982356
-2.0,1,1.984977
-2.0,1,1.987607
-2.0,1,1.990213
-2.0,1,1.992831
-2.0,1,1.995468
-2.0,1,1.998069
-2.0,1,2.000686
-2.0,1,2.003531
-2.0,1,2.006132
-2.0,1,2.008764
-2.0,1,2.011368
-2.0,1,2.013947
-2.0,1,2.016569
-2.0,1,2.019167
-2.0,1,2.021758
-2.0,1,2.024376
-2.0,1,2.02698
-2.0,1,2.029573
-2.0,1,2.032187
-2.0,1,2.034796
-2.0,1,2.037393
-2.0,1,2.039989
-2.0,1,2.042626
-2.0,1,2.045201
-2.0,1,2.047866
-2.0,1,2.050405
-2.0,1,2.053009
-2.0,1,2.05562
-2.0,1,2.058214
-2.0,1,2.060872
-2.0,1,2.063549
-2.0,1,2.066093
-2.0,1,2.068702
-2.0,1,2.071315
-2.0,1,2.073901
-2.0,1,2.076507
-2.0,1,2.079114
-2.0,1,2.081698
-2.0,1,2.084366
-2.0,1,2.086956
-2.0,1,2.08954
-2.0,1,2.092151
-2.0,1,2.09476
-2.0,1,2.09734
-2.0,1,2.099948
-2.0,1,2.102551
-2.0,1,2.105147
-2.0,1,2.107816
-2.0,1,2.110417
-2.0,1,2.113029
-2.0,1,2.115623
-2.0,1,2.118211
-2.0,1,2.120808
-2.0,1,2.123428
-2.0,1,2.126042
-2.0,1,2.1287
-2.0,1,2.131294
-2.0,1,2.133885
-2.0,1,2.136484
-2.0,1,2.139233
-2.0,1,2.142
-2.0,1,2.144764
-2.0,1,2.147543
-2.0,1,2.150521
-2.0,1,2.153284
-2.0,1,2.156057
-2.0,1,2.158817
-2.0,1,2.161564
-2.0,1,2.16432
-2.0,1,2.167082
-2.0,1,2.169853
-2.0,1,2.172609
-2.0,1,2.175369
-2.0,1,2.1781
-2.0,1,2.180869
-2.0,1,2.18363
-2.0,1,2.186356
-2.0,1,2.189111
-2.0,1,2.191953
-2.0,1,2.194715
-2.0,1,2.19746
-2.0,1,2.200232
-2.0,1,2.20301
-2.0,1,2.205737
-2.0,1,2.20849
-2.0,1,2.211309
-2.0,1,2.214055
-2.0,1,2.216969
-2.0,1,2.219714
-2.0,1,2.222471
-2.0,1,2.225224
-2.0,1,2.227971
-2.0,1,2.23074
-2.0,1,2.233508
-2.0,1,2.236295
-2.0,1,2.239048
-2.0,1,2.241785
-2.0,1,2.244535
-2.0,1,2.247296
-2.0,1,2.250031
-2.0,1,2.25283
-2.0,1,2.255605
-2.0,1,2.25841
-2.0,1,2.26121
-2.0,1,2.263975
-2.0,1,2.266755
-2.0,1,2.269504
-2.0,1,2.272284
-2.0,1,2.27506
-2.0,1,2.277816
-2.0,1,2.280581
-2.0,1,2.283343
-2.0,1,2.286091
-2.0,1,2.288856
-2.0,1,2.291625
-2.0,1,2.294412
-2.0,1,2.29718
-2.0,1,2.299956
-2.0,1,2.302714
-2.0,1,2.305465
-2.0,1,2.308321
-2.0,1,2.311102
-2.0,1,2.313847
-2.0,1,2.316618
-2.0,1,2.319491
-2.0,1,2.322212
-2.0,1,2.325032
-2.0,1,2.327793
-2.0,1,2.330535
-2.0,1,2.333312
-2.0,1,2.336108
-2.0,1,2.338867
-2.0,1,2.341627
-2.0,1,2.344387
-2.0,1,2.347168
-2.0,1,2.349912
-2.0,1,2.352677
-2.0,1,2.355444
-2.0,1,2.358191
-2.0,1,2.360963
-2.0,1,2.363765
-2.0,1,2.3665
-2.0,1,2.369263
-2.0,1,2.372017
-2.0,1,2.374798
-2.0,1,2.377602
-2.0,1,2.38036
-2.0,1,2.38315
-2.0,1,2.385889
-2.0,1,2.388644
-2.0,1,2.391426
-2.0,1,2.394164
-2.0,1,2.396948
-2.0,1,2.399719
-2.0,1,2.402507
-2.0,1,2.40528
-2.0,1,2.408049
-2.0,1,2.410917
-2.0,1,2.413669
-2.0,1,2.416432
-2.0,1,2.419249
-2.0,1,2.421999
-2.0,1,2.424764
-2.0,1,2.427519
-2.0,1,2.430248
-2.0,1,2.433027
-2.0,1,2.435811
-2.0,1,2.438606
-2.0,1,2.441344
-2.0,1,2.444107
-2.0,1,2.446878
-2.0,1,2.449775
-2.0,1,2.452533
-2.0,1,2.455281
-2.0,1,2.458047
-2.0,1,2.460889
-2.0,1,2.463653
-2.0,1,2.466382
-2.0,1,2.469147
-2.0,1,2.471906
-2.0,1,2.474577
-2.0,1,2.47718
-2.0,1,2.479786
-2.0,1,2.482496
-2.0,1,2.485301
-2.0,1,2.488075
-2.0,1,2.490981
-2.0,1,2.493765
-2.0,1,2.496465
-2.0,1,2.49927
-2.0,1,2.502091
-2.0,1,2.504878
-2.0,1,2.507668
-2.0,1,2.510442
-2.0,1,2.513201
-2.0,1,2.515952
-2.0,1,2.518712
-2.0,1,2.52145
-2.0,1,2.524213
-2.0,1,2.526962
-2.0,1,2.529718
-2.0,1,2.532545
-2.0,1,2.535375
-2.0,1,2.538129
-2.0,1,2.540885
-2.0,1,2.543735
-2.0,1,2.546526
-2.0,1,2.549282
-2.0,1,2.552044
-2.0,1,2.554806
-2.0,1,2.557552
-2.0,1,2.560349
-2.0,1,2.563145
-2.0,1,2.565912
-2.0,1,2.568735
-2.0,1,2.571553
-2.0,1,2.574305
-2.0,1,2.57715
-2.0,1,2.579927
-2.0,1,2.582675
-2.0,1,2.585476
-2.0,1,2.588244
-2.0,1,2.591009
-2.0,1,2.593746
-2.0,1,2.596524
-2.0,1,2.599307
-2.0,1,2.602063
-2.0,1,2.604819
-2.0,1,2.607676
-2.0,1,2.610424
-2.0,1,2.613203
-2.0,1,2.616024
-2.0,1,2.618881
-2.0,1,2.621648
-2.0,1,2.624412
-2.0,1,2.627234
-2.0,1,2.629988
-2.0,1,2.632759
-2.0,1,2.635522
-2.0,1,2.638273
-2.0,1,2.641037
-2.0,1,2.643794
-2.0,1,2.646527
-2.0,1,2.649297
-2.0,1,2.65206
-2.0,1,2.654834
-2.0,1,2.65758
-2.0,1,2.66037
-2.0,1,2.66325
-2.0,1,2.666002
-2.0,1,2.668739
-2.0,1,2.671514
-2.0,1,2.674282
-2.0,1,2.677054
-2.0,1,2.679819
-2.0,1,2.682558
-2.0,1,2.685313
-2.0,1,2.68808
-2.0,1,2.69084
-2.0,1,2.69357
-2.0,1,2.696357
-2.0,1,2.699136
-2.0,1,2.70189
-2.0,1,2.704709
-2.0,1,2.707473
-2.0,1,2.710208
-2.0,1,2.713074
-2.0,1,2.715844
-2.0,1,2.719184
-2.0,1,2.721953
-2.0,1,2.724783
-2.0,1,2.727599
-2.0,1,2.730454
-2.0,1,2.733292
-2.0,1,2.736079
-2.0,1,2.738877
-2.0,1,2.741647
-2.0,1,2.744447
-2.0,1,2.747324
-2.0,1,2.750167
-2.0,1,2.752987
-2.0,1,2.755803
-2.0,1,2.758586
-2.0,1,2.761401
-2.0,1,2.764185
-2.0,1,2.766978
-2.0,1,2.76975
-2.0,1,2.772533
-2.0,1,2.775315
-2.0,1,2.778075
-2.0,1,2.780869
-2.0,1,2.783657
-2.0,1,2.786438
-2.0,1,2.789269
-2.0,1,2.792077
-2.0,1,2.794852
-2.0,1,2.797597
-2.0,1,2.800359
-2.0,1,2.803112
-2.0,1,2.805851
-2.0,1,2.808613
-2.0,1,2.811369
-2.05,2,2.816869
-2.0,1,2.819626
-2.0,1,2.822375
-2.0,1,2.825133
-2.0,1,2.827892
-2.0,1,2.830693
-2.0,1,2.833631
-2.0,1,2.836426
-2.0,1,2.83917
-2.0,1,2.841995
-2.0,1,2.844773
-2.0,1,2.847557
-2.0,1,2.850302
-2.0,1,2.853075
-2.0,1,2.855842
-2.0,1,2.85862
-2.0,1,2.861378
-2.0,1,2.864125
-2.0,1,2.866892
-2.0,1,2.869634
-2.0,1,2.872402
-2.0,1,2.875289
-2.0,1,2.878072
-2.0,1,2.880825
-2.0,1,2.883611
-2.0,1,2.886476
-2.0,1,2.88938
-2.0,1,2.892301
-2.0,1,2.89514
-2.0,1,2.897879
-2.0,1,2.900644
-2.0,1,2.903501
-2.0,1,2.906296
-2.0,1,2.909068
-2.0,1,2.911839
-2.0,1,2.914976
-2.0,1,2.917778
-2.0,1,2.920495
-2.0,1,2.923153
-2.0,1,2.925762
-2.0,1,2.928385
-2.0,1,2.931049
-2.0,1,2.933666
-2.0,1,2.936296
-2.0,1,2.938925
-2.0,1,2.941521
-2.0,1,2.944145
-2.0,1,2.94678
-2.0,1,2.949591
-2.0,1,2.952361
-2.0,1,2.955183
-2.0,1,2.957938
-2.0,1,2.96099
-2.0,1,2.963994
-2.0,1,2.966825
-2.0,1,2.969576
-2.0,1,2.97239
-2.0,1,2.975207
-2.0,1,2.977955
-2.0,1,2.980726
-2.0,1,2.983505
-2.0,1,2.986255
-2.0,1,2.989041
-2.0,1,2.991825
-2.0,1,2.994612
-2.0,1,2.99743
-2.0,1,3.000206
-2.0,1,3.003184
-2.0,1,3.005994
-2.0,1,3.00878
-2.0,1,3.011563
-2.0,1,3.014327
-2.0,1,3.01711
-2.0,1,3.019877
-2.0,1,3.022656
-2.0,1,3.02541
