#{"t_start": 1785394972.2195466, "env_id": "None"}
r,l,t
-2.0,1,0.009526
-2.0,1,0.011822
-2.0,1,0.014865
-2.0,1,0.017709
-2.0,1,0.020218
-2.0,1,0.022357
-2.0,1,0.024426
-2.0,1,0.026552
-2.0,1,0.028567
-2.0,1,0.030637
-2.0,1,0.032677
-2.0,1,0.034665
-2.0,1,0.036776
-2.0,1,0.039149
-2.0,1,0.04144
-2.0,1,0.043571
-2.0,1,0.04573
-2.0,1,0.048078
-2.0,1,0.050553
-2.0,1,0.052724
-2.0,1,0.054847
-2.0,1,0.056951
-2.0,1,0.059135
-2.0,1,0.061274
-2.0,1,0.063463
-2.0,1,0.065561
-2.0,1,0.067561
-2.0,1,0.069568
-2.0,1,0.071561
-2.0,1,0.073579
-2.0,1,0.075621
-2.0,1,0.077641
-2.0,1,0.07962
-2.0,1,0.081556
-2.0,1,0.083523
-2.0,1,0.085498
-2.0,1,0.087614
-2.0,1,0.089567
-2.0,1,0.091804
-2.0,1,0.093773
-2.0,1,0.095752
-2.0,1,0.097723
-2.0,1,0.09972
-2.0,1,0.101702
-2.0,1,0.103921
-2.0,1,0.106083
-2.0,1,0.108186
-2.0,1,0.110261
-2.0,1,0.11225
-2.0,1,0.114214
-2.0,1,0.116181
-2.0,1,0.118212
-2.05,2,0.122191
-2.0,1,0.124154
-2.0,1,0.126139
-2.0,1,0.128241
-2.0,1,0.130245
-2.0,1,0.132182
-2.0,1,0.134637
-2.0,1,0.136717
-2.0,1,0.138939
-2.0,1,0.141048
-2.0,1,0.143212
-2.0,1,0.145299
-2.0,1,0.147398
-2.0,1,0.149492
-2.0,1,0.151608
-2.0,1,0.153647
5.0,1,0.155695
-2.0,1,0.157594
-2.0,1,0.15957
-2.0,1,0.161532
-2.0,1,0.163512
-2.0,1,0.165467
-2.0,1,0.167615
-2.0,1,0.169605
-2.0,1,0.17158
-2.0,1,0.173585
-2.0,1,0.175587
-2.0,1,0.177788
-2.0,1,0.179775
-2.0,1,0.18172
-2.0,1,0.183682
-2.0,1,0.185683
-2.0,1,0.187696
-2.0,1,0.189654
-2.0,1,0.191646
-2.0,1,0.193608
-2.0,1,0.195583
-2.0,1,0.197532
-2.0,1,0.199492
-2.0,1,0.201452
-2.0,1,0.203408
-2.0,1,0.20541
-2.0,1,0.207406
-2.0,1,0.209364
-2.0,1,0.211367
-2.0,1,0.213352
-2.0,1,0.215315
-2.0,1,0.217263
-2.0,1,0.219514
-2.0,1,0.221496
5.0,1,0.223562
-2.0,1,0.225477
-2.0,1,0.227438
-2.0,1,0.229461
5.0,1,0.231495
-2.0,1,0.233454
-2.0,1,0.235445
-2.0,1,0.237408
-2.0,1,0.239448
-2.0,1,0.241428
-2.0,1,0.243393
-2.05,2,0.247353
-2.0,1,0.249411
-2.0,1,0.251426
-2.0,1,0.253412
-2.0,1,0.255435
-2.0,1,0.257442
-2.0,1,0.2595
-2.0,1,0.261663
-2.0,1,0.263756
-2.0,1,0.265827
-2.0,1,0.267925
-2.0,1,0.270004
-2.0,1,0.272035
-2.0,1,0.274065
-2.0,1,0.276108
-2.0,1,0.278203
-2.0,1,0.280267
-2.0,1,0.282321
-2.0,1,0.284363
-2.0,1,0.286421
-2.0,1,0.288439
-2.0,1,0.290511
-2.0,1,0.292568
-2.0,1,0.294613
-2.0,1,0.296647
-2.0,1,0.298707
-2.0,1,0.300716
-2.0,1,0.302758
-2.0,1,0.304863
-2.0,1,0.30693
-2.0,1,0.308977
-2.0,1,0.311053
-2.0,1,0.313073
-2.0,1,0.315093
-2.0,1,0.317108
-2.0,1,0.319163
-2.0,1,0.321193
-2.0,1,0.323259
-2.0,1,0.325298
-2.0,1,0.327343
-2.0,1,0.32934
-2.0,1,0.33138
-2.0,1,0.333455
-2.0,1,0.335491
-2.0,1,0.337526
-2.0,1,0.339578
-2.0,1,0.341623
-2.0,1,0.343695
-2.0,1,0.345751
-2.0,1,0.347863
-2.0,1,0.349963
-2.0,1,0.352011
-2.0,1,0.354101
-2.0,1,0.356123
-2.05,2,0.360207
-2.0,1,0.362288
-2.0,1,0.364358
-2.0,1,0.366397
-2.0,1,0.368432
-2.0,1,0.370479
-2.0,1,0.372506
-2.0,1,0.374569
-2.0,1,0.376589
-2.0,1,0.378624
-2.0,1,0.380632
-2.05,2,0.384674
-2.0,1,0.386736
-2.0,1,0.388802
-2.0,1,0.39087
-2.0,1,0.392914
-2.0,1,0.394943
-2.0,1,0.396975
-2.0,1,0.39904
-2.0,1,0.401035
-2.0,1,0.403126
-2.0,1,0.405141
-2.0,1,0.407299
-2.0,1,0.409287
-2.0,1,0.411312
-2.0,1,0.413326
-2.0,1,0.41546
-2.0,1,0.417488
-2.0,1,0.419499
-2.0,1,0.421506
-2.0,1,0.423504
-2.0,1,0.425486
-2.0,1,0.427519
-2.0,1,0.429554
-2.0,1,0.431573
-2.0,1,0.433734
-2.0,1,0.435745
-2.0,1,0.437843
-2.0,1,0.43987
-2.0,1,0.441882
-2.0,1,0.443877
-2.0,1,0.445874
-2.0,1,0.447917
-2.0,1,0.449944
-2.0,1,0.451925
-2.05,2,0.455929
-2.0,1,0.458002
-2.0,1,0.459989
-2.0,1,0.46196
-2.0,1,0.463942
-2.0,1,0.465969
-2.0,1,0.467963
-2.0,1,0.470026
-2.0,1,0.472067
5.0,1,0.474139
-2.0,1,0.476126
-2.0,1,0.478207
-2.0,1,0.480198
-2.0,1,0.48228
-2.0,1,0.484284
-2.0,1,0.486296
-2.0,1,0.488319
-2.0,1,0.490338
-2.0,1,0.492329
-2.0,1,0.494345
-2.0,1,0.496384
-2.0,1,0.498461
-2.0,1,0.500438
-2.0,1,0.502505
-2.0,1,0.504561
-2.0,1,0.506565
-2.0,1,0.50858
-2.0,1,0.510688
-2.0,1,0.512676
-2.0,1,0.514676
-2.0,1,0.516684
-2.0,1,0.51879
-2.0,1,0.52089
-2.0,1,0.52293
-2.0,1,0.524913
-2.0,1,0.526986
-2.0,1,0.529044
-2.0,1,0.531086
-2.0,1,0.533153
-2.0,1,0.535182
-2.0,1,0.537188
-2.0,1,0.539254
-2.0,1,0.541261
-2.0,1,0.543275
-2.0,1,0.545249
-2.0,1,0.547396
-2.0,1,0.549408
-2.0,1,0.551546
-2.0,1,0.553543
-2.0,1,0.555632
-2.0,1,0.557635
-2.0,1,0.559809
-2.0,1,0.562876
-2.0,1,0.565132
-2.0,1,0.567221
-2.0,1,0.56922
-2.0,1,0.571427
-2.0,1,0.573843
-2.0,1,0.576037
-2.0,1,0.578222
-2.0,1,0.5804
-2.0,1,0.582591
-2.0,1,0.584775
-2.0,1,0.586973
-2.0,1,0.58916
-2.0,1,0.591352
-2.0,1,0.593515
-2.0,1,0.595707
-2.0,1,0.597859
-2.0,1,0.600028
-2.0,1,0.602435
-2.0,1,0.60463
-2.0,1,0.606955
-2.0,1,0.609093
-2.0,1,0.611266
-2.0,1,0.613412
-2.0,1,0.615586
-2.0,1,0.617707
-2.0,1,0.619909
-2.0,1,0.6221
-2.0,1,0.624263
-2.0,1,0.626416
-2.0,1,0.628542
-2.0,1,0.630716
-2.0,1,0.632852
-2.0,1,0.634999
-2.0,1,0.637137
-2.0,1,0.639291
-2.0,1,0.641475
4.75,2,0.645884
-2.0,1,0.648018
-2.0,1,0.650148
-2.0,1,0.652231
-2.0,1,0.654331
-2.0,1,0.656449
-2.05,2,0.660706
-2.0,1,0.662838
-2.0,1,0.664969
-2.0,1,0.667207
-2.0,1,0.669347
-2.0,1,0.67151
-2.0,1,0.673629
-2.0,1,0.675772
-2.0,1,0.677905
-2.0,1,0.680014
-2.0,1,0.682143
-2.0,1,0.684267
-2.0,1,0.68639
-2.0,1,0.688532
